Sample,cohort,compound,datatype,value
MCF002044_008,1,L-Cysteine,NormAbund,6674498.1156893475
MCF002044_008,1,L-Glutamic acid,Abund,298982699.2926352
MCF002044_008,1,L-Glutamic acid,BlankcorAbund,298982699.2926352
MCF002044_008,1,L-Glutamic acid,NormAbund,597965398.5852704
MCF002044_008,1,L-Isoleucine,Abund,6852292.625029409
MCF002044_008,1,L-Isoleucine,BlankcorAbund,6193532.91956958
MCF002044_008,1,L-Isoleucine,NormAbund,12387065.83913916
MCF002044_008,1,L-Leucine,Abund,3769225.385485543
MCF002044_008,1,L-Leucine,BlankcorAbund,3567999.126275461
MCF002044_008,1,L-Leucine,NormAbund,7135998.252550922
MCF002044_008,1,L-Lysine,Abund,4087296.075978357
MCF002044_008,1,L-Lysine,BlankcorAbund,4087296.075978357
MCF002044_008,1,L-Lysine,NormAbund,8174592.151956714
MCF002044_008,1,L-Methionine,Abund,5608874.175937625
MCF002044_008,1,L-Methionine,BlankcorAbund,5581468.1763071455
MCF002044_008,1,L-Methionine,NormAbund,11162936.352614291
MCF002044_008,1,L-Phenylalanine,Abund,9277398.338717567
MCF002044_008,1,L-Phenylalanine,BlankcorAbund,9277398.338717567
MCF002044_008,1,L-Phenylalanine,NormAbund,18554796.677435134
MCF002044_008,1,L-Proline,Abund,12840827.95353738
MCF002044_008,1,L-Proline,BlankcorAbund,12837308.518610887
MCF002044_008,1,L-Proline,NormAbund,25674617.037221774
MCF002044_008,1,L-Serine,Abund,9181085.394499809
MCF002044_008,1,L-Serine,BlankcorAbund,9181085.394499809
MCF002044_008,1,L-Serine,NormAbund,18362170.788999617
MCF002044_008,1,L-Threonine,Abund,9734825.560922155
MCF002044_008,1,L-Threonine,BlankcorAbund,9620681.444611466
MCF002044_008,1,L-Threonine,NormAbund,19241362.88922293
MCF002044_008,1,L-Tryptophan,Abund,710391.209765912
MCF002044_008,1,L-Tryptophan,BlankcorAbund,710391.209765912
MCF002044_008,1,L-Tryptophan,NormAbund,1420782.419531824
MCF002044_008,1,L-Tyrosine,Abund,1343557.671164597
MCF002044_008,1,L-Tyrosine,BlankcorAbund,1343557.671164597
MCF002044_008,1,L-Tyrosine,NormAbund,2687115.342329194
MCF002044_008,1,L-Valine,Abund,18258945.3914983
MCF002044_008,1,L-Valine,BlankcorAbund,17868078.0918718
MCF002044_008,1,L-Valine,NormAbund,35736156.1837436
MCF002044_008,1,Myristic acid,Abund,4616761.108345121
MCF002044_008,1,Myristic acid,BlankcorAbund,-203557.85899262037
MCF002044_008,1,Myristic acid,NormAbund,-407115.71798524074
MCF002044_008,1,Palmitic acid,Abund,244173052.1636811
MCF002044_008,1,Palmitic acid,BlankcorAbund,-28866504.459217012
MCF002044_008,1,Palmitic acid,NormAbund,-57733008.918434024
MCF002044_008,1,Stearic acid,Abund,100136692.2636704
MCF002044_008,1,Stearic acid,BlankcorAbund,7819953.094687253
MCF002044_008,1,Stearic acid,NormAbund,15639906.189374506
MCF002044_008,1,Fructose,Abund,7065074.302184334
MCF002044_008,1,Fructose,BlankcorAbund,6466300.137840348
MCF002044_008,1,Fructose,NormAbund,12932600.275680697
MCF002044_008,1,Glucose,Abund,5342871940.649425
MCF002044_008,1,Glucose,BlankcorAbund,5341428359.772631
MCF002044_008,1,Glucose,NormAbund,10682856719.545261
MCF002044_008,1,Pentose-phosphate,Abund,5571818.827163062
MCF002044_008,1,Pentose-phosphate,BlankcorAbund,5571818.827163062
MCF002044_008,1,Pentose-phosphate,NormAbund,11143637.654326124
MCF002044_008,1,Myo-inositol,Abund,123740513.4016315
MCF002044_008,1,Myo-inositol,BlankcorAbund,123728259.5723538
MCF002044_008,1,Myo-inositol,NormAbund,247456519.1447076
MCF002044_008,1,2-DL-Hydroxybutyric acid,Abund,62191.38313542747
MCF002044_008,1,2-DL-Hydroxybutyric acid,BlankcorAbund,-11024.212952378526
MCF002044_008,1,2-DL-Hydroxybutyric acid,NormAbund,-22048.425904757052
MCF002044_008,1,3-DL-Hydroxybutyric acid,Abund,2853020.540199448
MCF002044_008,1,3-DL-Hydroxybutyric acid,BlankcorAbund,851415.7862887597
MCF002044_008,1,3-DL-Hydroxybutyric acid,NormAbund,1702831.5725775193
MCF002044_008,1,DL-2-Hydroxyglutaric acid,Abund,1494382.68419738
MCF002044_008,1,DL-2-Hydroxyglutaric acid,BlankcorAbund,1462928.8970031238
MCF002044_008,1,DL-2-Hydroxyglutaric acid,NormAbund,2925857.7940062475
MCF002044_008,1,Oxoadipic acid,Abund,0
MCF002044_008,1,Oxoadipic acid,BlankcorAbund,0
MCF002044_008,1,Oxoadipic acid,NormAbund,0
MCF002044_008,1,(S)-a-Acetolactic Acid,Abund,0
MCF002044_008,1,(S)-a-Acetolactic Acid,BlankcorAbund,0
MCF002044_008,1,(S)-a-Acetolactic Acid,NormAbund,0
MCF002044_008,1,"2,3-dihydroxyisovalerate",Abund,0
MCF002044_008,1,"2,3-dihydroxyisovalerate",BlankcorAbund,0
MCF002044_008,1,"2,3-dihydroxyisovalerate",NormAbund,0
MCF002044_008,1,2-isopropylmalic acid,Abund,0
MCF002044_008,1,2-isopropylmalic acid,BlankcorAbund,0
MCF002044_008,1,2-isopropylmalic acid,NormAbund,0
MCF002044_008,1,a-Ketobutyric acid,Abund,0
MCF002044_008,1,a-Ketobutyric acid,BlankcorAbund,-364265.91866605467
MCF002044_008,1,a-Ketobutyric acid,NormAbund,-728531.8373321093
MCF002044_008,1,Fucose,Abund,425634.51252708
MCF002044_008,1,Fucose,BlankcorAbund,425634.51252708
MCF002044_008,1,Fucose,NormAbund,851269.02505416
MCF002044_008,1,Galacturonic acid,Abund,0
MCF002044_008,1,Galacturonic acid,BlankcorAbund,0
MCF002044_008,1,Galacturonic acid,NormAbund,0
MCF002044_008,1,Glucuronic acid,Abund,6916014.293216589
MCF002044_008,1,Glucuronic acid,BlankcorAbund,6916014.293216589
MCF002044_008,1,Glucuronic acid,NormAbund,13832028.586433178
MCF002044_008,1,Mannitol,Abund,18302.94742609149
MCF002044_008,1,Mannitol,BlankcorAbund,18302.94742609149
MCF002044_008,1,Mannitol,NormAbund,36605.89485218298
MCF002044_008,1,Sorbitol,Abund,6821115.115391179
MCF002044_008,1,Sorbitol,BlankcorAbund,6736858.287134004
MCF002044_008,1,Sorbitol,NormAbund,13473716.574268008
MCF002044_009,1,13C5-D5-15N Glutamic acid,Abund,7879945.5
MCF002044_009,1,13C5-D5-15N Glutamic acid,BlankcorAbund,7879945.5
MCF002044_009,1,13C5-D5-15N Glutamic acid,NormAbund,15759891
MCF002044_009,1,D7-Glucose,Abund,1285369472
MCF002044_009,1,D7-Glucose,BlankcorAbund,1284464229.8133333
MCF002044_009,1,D7-Glucose,NormAbund,2568928459.6266665
MCF002044_009,1,Myristic acid d27,Abund,2670570.5
MCF002044_009,1,Myristic acid d27,BlankcorAbund,857187.0800000001
MCF002044_009,1,Myristic acid d27,NormAbund,1714374.1600000001
MCF002044_009,1,2-Phosphoglyceric acid,Abund,242387.8385870816
MCF002044_009,1,2-Phosphoglyceric acid,BlankcorAbund,242387.8385870816
MCF002044_009,1,2-Phosphoglyceric acid,NormAbund,484775.6771741632
MCF002044_009,1,(2 and/or 3-)Phosphoglyceric acid,Abund,4431348.200303587
MCF002044_009,1,(2 and/or 3-)Phosphoglyceric acid,BlankcorAbund,4431348.200303587
MCF002044_009,1,(2 and/or 3-)Phosphoglyceric acid,NormAbund,8862696.400607174
MCF002044_009,1,D-Glyceraldehyde 3-phosphate,Abund,483379.9335414751
MCF002044_009,1,D-Glyceraldehyde 3-phosphate,BlankcorAbund,483379.9335414751
MCF002044_009,1,D-Glyceraldehyde 3-phosphate,NormAbund,966759.8670829502
MCF002044_009,1,Dihydroxyacetone phosphate,Abund,2248921.388776952
MCF002044_009,1,Dihydroxyacetone phosphate,BlankcorAbund,2248921.388776952
MCF002044_009,1,Dihydroxyacetone phosphate,NormAbund,4497842.777553904
MCF002044_009,1,Glycerol 3-phosphate,Abund,40422027.19324475
MCF002044_009,1,Glycerol 3-phosphate,BlankcorAbund,40419158.18157505
MCF002044_009,1,Glycerol 3-phosphate,NormAbund,80838316.3631501
MCF002044_009,1,Hexose-phosphate,Abund,5914143.869634694
MCF002044_009,1,Hexose-phosphate,BlankcorAbund,5914143.869634694
MCF002044_009,1,Hexose-phosphate,NormAbund,11828287.739269389
MCF002044_009,1,Hexose,Abund,7757143548.784847
MCF002044_009,1,Hexose,BlankcorAbund,7749910862.342846
MCF002044_009,1,Hexose,NormAbund,15499821724.685692
MCF002044_009,1,L-Lactic acid,Abund,28022402.41891602
MCF002044_009,1,L-Lactic acid,BlankcorAbund,22727320.277518332
MCF002044_009,1,L-Lactic acid,NormAbund,45454640.555036664
MCF002044_009,1,Phosphoenolpyruvic acid,Abund,1486520.061437331
MCF002044_009,1,Phosphoenolpyruvic acid,BlankcorAbund,1486520.061437331
MCF002044_009,1,Phosphoenolpyruvic acid,NormAbund,2973040.122874662
MCF002044_009,1,Pyruvic acid,Abund,209656.1428095023
MCF002044_009,1,Pyruvic acid,BlankcorAbund,115450.99984634646
MCF002044_009,1,Pyruvic acid,NormAbund,230901.99969269292
MCF002044_009,1,Citric acid,Abund,3434040.83009419
MCF002044_009,1,Citric acid,BlankcorAbund,3303785.298084267
MCF002044_009,1,Citric acid,NormAbund,6607570.596168534
MCF002044_009,1,Fumaric acid,Abund,2004046.326876017
MCF002044_009,1,Fumaric acid,BlankcorAbund,1617822.5794934004
MCF002044_009,1,Fumaric acid,NormAbund,3235645.158986801
MCF002044_009,1,L-Malic acid,Abund,41838736.10073023
MCF002044_009,1,L-Malic acid,BlankcorAbund,41486615.9923627
MCF002044_009,1,L-Malic acid,NormAbund,82973231.9847254
MCF002044_009,1,Oxoglutaric acid,Abund,1203646.626341373
MCF002044_009,1,Oxoglutaric acid,BlankcorAbund,1203646.626341373
MCF002044_009,1,Oxoglutaric acid,NormAbund,2407293.252682746
MCF002044_009,1,Succinic acid,Abund,2560699.911746452
MCF002044_009,1,Succinic acid,BlankcorAbund,-17744.3732070392
MCF002044_009,1,Succinic acid,NormAbund,-35488.7464140784
MCF002044_009,1,Glycine,Abund,47367276.54003879
MCF002044_009,1,Glycine,BlankcorAbund,45178305.593547806
MCF002044_009,1,Glycine,NormAbund,90356611.18709561
MCF002044_009,1,L-Alanine,Abund,39243631.58992881
MCF002044_009,1,L-Alanine,BlankcorAbund,37476770.38309585
MCF002044_009,1,L-Alanine,NormAbund,74953540.7661917
MCF002044_009,1,L-Asparagine,Abund,60709.4818796497
MCF002044_009,1,L-Asparagine,BlankcorAbund,31441.93748179577
MCF002044_009,1,L-Asparagine,NormAbund,62883.87496359154
MCF002044_009,1,L-Aspartic acid,Abund,48075455.52972169
MCF002044_009,1,L-Aspartic acid,BlankcorAbund,48075455.52972169
MCF002044_009,1,L-Aspartic acid,NormAbund,96150911.05944338
MCF002044_009,1,L-Cysteine,Abund,3089512.620437404
MCF002044_009,1,L-Cysteine,BlankcorAbund,3073893.2853945247
MCF002044_009,1,L-Cysteine,NormAbund,6147786.570789049
MCF002044_009,1,L-Glutamic acid,Abund,288465494.4123576
MCF002044_009,1,L-Glutamic acid,BlankcorAbund,288465494.4123576
MCF002044_009,1,L-Glutamic acid,NormAbund,576930988.8247153
MCF002044_009,1,L-Isoleucine,Abund,7717617.471504658
MCF002044_009,1,L-Isoleucine,BlankcorAbund,7058857.766044829
MCF002044_009,1,L-Isoleucine,NormAbund,14117715.532089658
MCF002044_009,1,L-Leucine,Abund,7548149.750126947
MCF002044_009,1,L-Leucine,BlankcorAbund,7346923.490916865
MCF002044_009,1,L-Leucine,NormAbund,14693846.98183373
MCF002044_009,1,L-Lysine,Abund,3004163.501648158
MCF002044_009,1,L-Lysine,BlankcorAbund,3004163.501648158
MCF002044_009,1,L-Lysine,NormAbund,6008327.003296316
MCF002044_009,1,L-Methionine,Abund,5572559.33222858
MCF002044_009,1,L-Methionine,BlankcorAbund,5545153.3325981
MCF002044_009,1,L-Methionine,NormAbund,11090306.6651962
MCF002044_009,1,L-Phenylalanine,Abund,10025358.84436948
MCF002044_009,1,L-Phenylalanine,BlankcorAbund,10025358.84436948
MCF002044_009,1,L-Phenylalanine,NormAbund,20050717.68873896
MCF002044_009,1,L-Proline,Abund,11555108.03392322
MCF002044_009,1,L-Proline,BlankcorAbund,11551588.598996727
MCF002044_009,1,L-Proline,NormAbund,23103177.197993454
MCF002044_009,1,L-Serine,Abund,2791730.373000284
MCF002044_009,1,L-Serine,BlankcorAbund,2791730.373000284
MCF002044_009,1,L-Serine,NormAbund,5583460.746000568
MCF002044_009,1,L-Threonine,Abund,7797562.174788687
MCF002044_009,1,L-Threonine,BlankcorAbund,7683418.058477999
MCF002044_009,1,L-Threonine,NormAbund,15366836.116955997
MCF002044_009,1,L-Tryptophan,Abund,859835.4991767856
MCF002044_009,1,L-Tryptophan,BlankcorAbund,859835.4991767856
MCF002044_009,1,L-Tryptophan,NormAbund,1719670.9983535712
MCF002044_009,1,L-Tyrosine,Abund,1484325.93780416
MCF002044_009,1,L-Tyrosine,BlankcorAbund,1484325.93780416
MCF002044_009,1,L-Tyrosine,NormAbund,2968651.87560832
MCF002044_009,1,L-Valine,Abund,17556213.04182157
MCF002044_009,1,L-Valine,BlankcorAbund,17165345.74219507
MCF002044_009,1,L-Valine,NormAbund,34330691.48439014
MCF002044_009,1,Myristic acid,Abund,5272229.635674989
MCF002044_009,1,Myristic acid,BlankcorAbund,451910.66833724733
MCF002044_009,1,Myristic acid,NormAbund,903821.3366744947
MCF002044_009,1,Palmitic acid,Abund,305157103.165987
MCF002044_009,1,Palmitic acid,BlankcorAbund,32117546.543088913
MCF002044_009,1,Palmitic acid,NormAbund,64235093.086177826
MCF002044_009,1,Stearic acid,Abund,118817030.879943
MCF002044_009,1,Stearic acid,BlankcorAbund,26500291.71095985
MCF002044_009,1,Stearic acid,NormAbund,53000583.4219197
MCF002044_009,1,Fructose,Abund,7336914.402447566
MCF002044_009,1,Fructose,BlankcorAbund,6738140.238103581
MCF002044_009,1,Fructose,NormAbund,13476280.476207161
MCF002044_009,1,Glucose,Abund,6395803216.397986
MCF002044_009,1,Glucose,BlankcorAbund,6394359635.521193
MCF002044_009,1,Glucose,NormAbund,12788719271.042385
MCF002044_009,1,Pentose-phosphate,Abund,5286755.495015617
MCF002044_009,1,Pentose-phosphate,BlankcorAbund,5286755.495015617
MCF002044_009,1,Pentose-phosphate,NormAbund,10573510.990031235
MCF002044_009,1,Myo-inositol,Abund,128051073.1480699
MCF002044_009,1,Myo-inositol,BlankcorAbund,128038819.3187922
MCF002044_009,1,Myo-inositol,NormAbund,256077638.6375844
MCF002044_009,1,2-DL-Hydroxybutyric acid,Abund,79139.4478781894
MCF002044_009,1,2-DL-Hydroxybutyric acid,BlankcorAbund,5923.8517903834
MCF002044_009,1,2-DL-Hydroxybutyric acid,NormAbund,11847.7035807668
MCF002044_009,1,3-DL-Hydroxybutyric acid,Abund,2871578.390407177
MCF002044_009,1,3-DL-Hydroxybutyric acid,BlankcorAbund,869973.6364964889
MCF002044_009,1,3-DL-Hydroxybutyric acid,NormAbund,1739947.2729929779
MCF002044_009,1,DL-2-Hydroxyglutaric acid,Abund,1143242.034268775
MCF002044_009,1,DL-2-Hydroxyglutaric acid,BlankcorAbund,1111788.2470745188
MCF002044_009,1,DL-2-Hydroxyglutaric acid,NormAbund,2223576.4941490376
MCF002044_009,1,Oxoadipic acid,Abund,0
MCF002044_009,1,Oxoadipic acid,BlankcorAbund,0
MCF002044_009,1,Oxoadipic acid,NormAbund,0
MCF002044_009,1,(S)-a-Acetolactic Acid,Abund,0
MCF002044_009,1,(S)-a-Acetolactic Acid,BlankcorAbund,0
MCF002044_009,1,(S)-a-Acetolactic Acid,NormAbund,0
MCF002044_009,1,"2,3-dihydroxyisovalerate",Abund,0
MCF002044_009,1,"2,3-dihydroxyisovalerate",BlankcorAbund,0
MCF002044_009,1,"2,3-dihydroxyisovalerate",NormAbund,0
MCF002044_009,1,2-isopropylmalic acid,Abund,0
MCF002044_009,1,2-isopropylmalic acid,BlankcorAbund,0
MCF002044_009,1,2-isopropylmalic acid,NormAbund,0
MCF002044_009,1,a-Ketobutyric acid,Abund,1159857.134963785
MCF002044_009,1,a-Ketobutyric acid,BlankcorAbund,795591.2162977303
MCF002044_009,1,a-Ketobutyric acid,NormAbund,1591182.4325954607
MCF002044_009,1,Fucose,Abund,373938.647576551
MCF002044_009,1,Fucose,BlankcorAbund,373938.647576551
MCF002044_009,1,Fucose,NormAbund,747877.295153102
MCF002044_009,1,Galacturonic acid,Abund,0
MCF002044_009,1,Galacturonic acid,BlankcorAbund,0
MCF002044_009,1,Galacturonic acid,NormAbund,0
MCF002044_009,1,Glucuronic acid,Abund,5059748.200583697
MCF002044_009,1,Glucuronic acid,BlankcorAbund,5059748.200583697
MCF002044_009,1,Glucuronic acid,NormAbund,10119496.401167395
MCF002044_009,1,Mannitol,Abund,15706.51026998962
MCF002044_009,1,Mannitol,BlankcorAbund,15706.51026998962
MCF002044_009,1,Mannitol,NormAbund,31413.02053997924
MCF002044_009,1,Sorbitol,Abund,5681044.511754372
MCF002044_009,1,Sorbitol,BlankcorAbund,5596787.683497197
MCF002044_009,1,Sorbitol,NormAbund,11193575.366994394
MCF002044_007,1,(2 and/or 3-)Phosphoglyceric acid,FracCont,0.1459916480743122
MCF002044_007,1,(S)-a-Acetolactic Acid,FracCont,0
MCF002044_007,1,"2,3-dihydroxyisovalerate",FracCont,0
MCF002044_007,1,2-DL-Hydroxybutyric acid,FracCont,0.012310597096963827
MCF002044_007,1,2-Phosphoglyceric acid,FracCont,0.1580216840589442
MCF002044_007,1,2-isopropylmalic acid,FracCont,0
MCF002044_007,1,3-DL-Hydroxybutyric acid,FracCont,0.01989107153755497
MCF002044_007,1,Citric acid,FracCont,0.02883006084354392
MCF002044_007,1,D-Glyceraldehyde 3-phosphate,FracCont,0.10409048569072815
MCF002044_007,1,DL-2-Hydroxyglutaric acid,FracCont,0.004235939046641568
MCF002044_007,1,Dihydroxyacetone phosphate,FracCont,0.11171888178644039
MCF002044_007,1,Fructose,FracCont,0.2745304319832859
MCF002044_007,1,Fucose,FracCont,0.0026707051639987167
MCF002044_007,1,Fumaric acid,FracCont,0.013817264245259591
MCF002044_007,1,Galacturonic acid,FracCont,0
MCF002044_007,1,Glucose,FracCont,1.0027009241899352
MCF002044_007,1,Glucuronic acid,FracCont,3.589173689069639e-4
MCF002044_007,1,Glycerol 3-phosphate,FracCont,0.010845218039979681
MCF002044_007,1,Glycine,FracCont,0
MCF002044_007,1,Hexose,FracCont,1.0024595380470829
MCF002044_007,1,Hexose-phosphate,FracCont,0.19653258435734258
MCF002044_007,1,L-Alanine,FracCont,0.02656803926883454
MCF002044_007,1,L-Asparagine,FracCont,0.17648634615827363
MCF002044_007,1,L-Aspartic acid,FracCont,0.04329139063897374
MCF002044_007,1,L-Cysteine,FracCont,0.0194809053415636
MCF002044_007,1,L-Glutamic acid,FracCont,4.0667866431852787e-4
MCF002044_007,1,L-Isoleucine,FracCont,0.00735879660024678
MCF002044_007,1,L-Lactic acid,FracCont,0.2089621777863323
MCF002044_007,1,L-Leucine,FracCont,0.0019511025592574766
MCF002044_007,1,L-Lysine,FracCont,7.319011997378655e-4
MCF002044_007,1,L-Malic acid,FracCont,0.0029334986876356018
MCF002044_007,1,L-Methionine,FracCont,0.008748984291241175
MCF002044_007,1,L-Phenylalanine,FracCont,3.759955758561064e-4
MCF002044_007,1,L-Proline,FracCont,0
MCF002044_007,1,L-Serine,FracCont,0
MCF002044_007,1,L-Threonine,FracCont,0
MCF002044_007,1,L-Tryptophan,FracCont,0.0014782658988021587
MCF002044_007,1,L-Tyrosine,FracCont,0.004394593475893872
MCF002044_007,1,L-Valine,FracCont,0.006751595035906488
MCF002044_007,1,Mannitol,FracCont,0.09016106279043173
MCF002044_007,1,Myo-inositol,FracCont,0.002889446329147284
MCF002044_007,1,Myristic acid,FracCont,0.0016226292764246304
MCF002044_007,1,Oxoadipic acid,FracCont,0.01380670010284922
MCF002044_007,1,Oxoglutaric acid,FracCont,7.394886473400468e-4
MCF002044_007,1,Palmitic acid,FracCont,4.1909328684019173e-4
MCF002044_007,1,Pentose-phosphate,FracCont,0.0052369118674367
MCF002044_007,1,Phosphoenolpyruvic acid,FracCont,0.1601984535974609
MCF002044_007,1,Pyruvic acid,FracCont,0.00182185691093678
MCF002044_007,1,Sorbitol,FracCont,0.011017337291459104
MCF002044_007,1,Stearic acid,FracCont,4.2235612153254215e-4
MCF002044_007,1,Succinic acid,FracCont,0
MCF002044_007,1,a-Ketobutyric acid,FracCont,0
MCF002044_007,1,13C5-D5-15N Glutamic acid,FracCont,0
MCF002044_007,1,D7-Glucose,FracCont,0
MCF002044_007,1,Myristic acid d27,FracCont,0
MCF002044_008,1,(2 and/or 3-)Phosphoglyceric acid,FracCont,0.11964786237262791
MCF002044_008,1,(S)-a-Acetolactic Acid,FracCont,0
MCF002044_008,1,"2,3-dihydroxyisovalerate",FracCont,0
MCF002044_008,1,2-DL-Hydroxybutyric acid,FracCont,0.018241990305791447
MCF002044_008,1,2-Phosphoglyceric acid,FracCont,0.1406129967495618
MCF002044_008,1,2-isopropylmalic acid,FracCont,0
MCF002044_008,1,3-DL-Hydroxybutyric acid,FracCont,0.015586948748662847
MCF002044_008,1,Citric acid,FracCont,0.025007000035992145
MCF002044_008,1,D-Glyceraldehyde 3-phosphate,FracCont,0.06977873157541965
MCF002044_008,1,DL-2-Hydroxyglutaric acid,FracCont,8.975507865958696e-4
MCF002044_008,1,Dihydroxyacetone phosphate,FracCont,0.08531706230493143
MCF002044_008,1,Fructose,FracCont,0.27203726367301945
MCF002044_008,1,Fucose,FracCont,0.0024438578432599985
MCF002044_008,1,Fumaric acid,FracCont,0.012618844783558868
MCF002044_008,1,Galacturonic acid,FracCont,0
MCF002044_008,1,Glucose,FracCont,1.00504872661935
MCF002044_008,1,Glucuronic acid,FracCont,0.006034833698600195
MCF002044_008,1,Glycerol 3-phosphate,FracCont,0.008319511680280278
MCF002044_008,1,Glycine,FracCont,0
MCF002044_008,1,Hexose,FracCont,1.0047809168876822
MCF002044_008,1,Hexose-phosphate,FracCont,0.12398392780774331
MCF002044_008,1,L-Alanine,FracCont,0.02334213345720136
MCF002044_008,1,L-Asparagine,FracCont,0.085245553787127
MCF002044_008,1,L-Aspartic acid,FracCont,0.04466482378326239
MCF002044_008,1,L-Cysteine,FracCont,0.01706859936056028
MCF002044_008,1,L-Glutamic acid,FracCont,2.502985540511446e-4
MCF002044_008,1,L-Isoleucine,FracCont,0.00733250274244749
MCF002044_008,1,L-Lactic acid,FracCont,0.2086099883680761
MCF002044_008,1,L-Leucine,FracCont,8.321145460435572e-4
MCF002044_008,1,L-Lysine,FracCont,6.511915896691672e-5
MCF002044_008,1,L-Malic acid,FracCont,0.0018466667680058294
MCF002044_008,1,L-Methionine,FracCont,0.010157421378669604
MCF002044_008,1,L-Phenylalanine,FracCont,3.068769300922607e-4
MCF002044_008,1,L-Proline,FracCont,0
MCF002044_008,1,L-Serine,FracCont,0
MCF002044_008,1,L-Threonine,FracCont,0
MCF002044_008,1,L-Tryptophan,FracCont,0.0012479429798368925
MCF002044_008,1,L-Tyrosine,FracCont,0.0056375008880445035
MCF002044_008,1,L-Valine,FracCont,0.0061140307492624476
MCF002044_008,1,Mannitol,FracCont,0.1017605324640614
MCF002044_008,1,Myo-inositol,FracCont,0.002657595517730942
MCF002044_008,1,Myristic acid,FracCont,0.0016261357146186862
MCF002044_008,1,Oxoadipic acid,FracCont,0
MCF002044_008,1,Oxoglutaric acid,FracCont,4.938248067684261e-4
MCF002044_008,1,Palmitic acid,FracCont,4.1464439049440985e-4
MCF002044_008,1,Pentose-phosphate,FracCont,0.005851219642703168
MCF002044_008,1,Phosphoenolpyruvic acid,FracCont,0.1131999793897005
MCF002044_008,1,Pyruvic acid,FracCont,0.001457347055144852
MCF002044_008,1,Sorbitol,FracCont,0.013041135120478506
MCF002044_008,1,Stearic acid,FracCont,2.0405342844805196e-4
MCF002044_008,1,Succinic acid,FracCont,0.001218475641249726
MCF002044_008,1,a-Ketobutyric acid,FracCont,0
MCF002044_008,1,13C5-D5-15N Glutamic acid,FracCont,0
MCF002044_008,1,D7-Glucose,FracCont,0
MCF002044_008,1,Myristic acid d27,FracCont,0
MCF002044_009,1,(2 and/or 3-)Phosphoglyceric acid,FracCont,0.1125075889136246
MCF002044_009,1,(S)-a-Acetolactic Acid,FracCont,0
MCF002044_009,1,"2,3-dihydroxyisovalerate",FracCont,0
MCF002044_009,1,2-DL-Hydroxybutyric acid,FracCont,0.008111369400411312
MCF002044_009,1,2-Phosphoglyceric acid,FracCont,0.06741074052430142
MCF002044_009,1,2-isopropylmalic acid,FracCont,0
MCF002044_009,1,3-DL-Hydroxybutyric acid,FracCont,0.00919483342705089
MCF002044_009,1,Citric acid,FracCont,0.017594327744790732
MCF002044_009,1,D-Glyceraldehyde 3-phosphate,FracCont,0.10124390470965679
MCF002044_009,1,DL-2-Hydroxyglutaric acid,FracCont,1.616149396263682e-4
MCF002044_009,1,Dihydroxyacetone phosphate,FracCont,0.09596864054119912
MCF002044_009,1,Fructose,FracCont,0.2836112845890271
MCF002044_009,1,Fucose,FracCont,0.007804561334603956
MCF002044_009,1,Fumaric acid,FracCont,0.011958464530303433
MCF002044_009,1,Galacturonic acid,FracCont,0
MCF002044_009,1,Glucose,FracCont,1.0060124145075744
MCF002044_009,1,Glucuronic acid,FracCont,0.005798036671390164
MCF002044_009,1,Glycerol 3-phosphate,FracCont,0.005252110497611093
MCF002044_009,1,Glycine,FracCont,0
MCF002044_009,1,Hexose,FracCont,1.0051342804870724
MCF002044_009,1,Hexose-phosphate,FracCont,0.12759032001542833
MCF002044_009,1,L-Alanine,FracCont,0.01953664494342846
MCF002044_009,1,L-Asparagine,FracCont,0.03726197868232602
MCF002044_009,1,L-Aspartic acid,FracCont,0.039071889339510786
MCF002044_009,1,L-Cysteine,FracCont,0.01723877447622056
MCF002044_009,1,L-Glutamic acid,FracCont,4.13027694004465e-4
MCF002044_009,1,L-Isoleucine,FracCont,0.007964134068157722
MCF002044_009,1,L-Lactic acid,FracCont,0.1610334480966205
MCF002044_009,1,L-Leucine,FracCont,0.001554488232014173
MCF002044_009,1,L-Lysine,FracCont,0.00288616969848448
MCF002044_009,1,L-Malic acid,FracCont,0.001698720758344587
MCF002044_009,1,L-Methionine,FracCont,0.010283061405828705
MCF002044_009,1,L-Phenylalanine,FracCont,1.3576598099295057e-4
MCF002044_009,1,L-Proline,FracCont,0
MCF002044_009,1,L-Serine,FracCont,0
MCF002044_009,1,L-Threonine,FracCont,0
MCF002044_009,1,L-Tryptophan,FracCont,0.002065877914605933
MCF002044_009,1,L-Tyrosine,FracCont,0.0019389109901016153
MCF002044_009,1,L-Valine,FracCont,0.006836468427667966
MCF002044_009,1,Mannitol,FracCont,0.08948672872503342
MCF002044_009,1,Myo-inositol,FracCont,0.003140167669997971
MCF002044_009,1,Myristic acid,FracCont,0.0013209416112834862
MCF002044_009,1,Oxoadipic acid,FracCont,0
MCF002044_009,1,Oxoglutaric acid,FracCont,6.118857530153005e-4
MCF002044_009,1,Palmitic acid,FracCont,4.1172809552459793e-4
MCF002044_009,1,Pentose-phosphate,FracCont,0.003232534656702793
MCF002044_009,1,Phosphoenolpyruvic acid,FracCont,0.09031968822100885
MCF002044_009,1,Pyruvic acid,FracCont,0.005339497282181579
MCF002044_009,1,Sorbitol,FracCont,0.01729284970229825
MCF002044_009,1,Stearic acid,FracCont,4.990299061444365e-4
MCF002044_009,1,Succinic acid,FracCont,0.003670700572136298
