Sample,cohort,compound,datatype,value
MCF002044_002,0,Stearic acid,Isotopologue_C13-10,3.217526681720364e-11
MCF002044_003,0,Stearic acid,Isotopologue_C13-10,4.972232228496048e-11
MCF002044_001,0,Stearic acid,Isotopologue_C13-11,-1.585186737746328e-13
MCF002044_002,0,Stearic acid,Isotopologue_C13-11,-6.89183498808043e-13
MCF002044_003,0,Stearic acid,Isotopologue_C13-11,-1.042064419156999e-12
MCF002044_001,0,Stearic acid,Isotopologue_C13-12,2.935855178302764e-15
MCF002044_002,0,Stearic acid,Isotopologue_C13-12,1.12353055356887e-14
MCF002044_003,0,Stearic acid,Isotopologue_C13-12,1.674070133345592e-14
MCF002044_001,0,Stearic acid,Isotopologue_C13-13,-4.032242257622092e-17
MCF002044_002,0,Stearic acid,Isotopologue_C13-13,-1.422009590622988e-16
MCF002044_003,0,Stearic acid,Isotopologue_C13-13,-2.09654540987061e-16
MCF002044_001,0,Stearic acid,Isotopologue_C13-14,4.229710168567638e-19
MCF002044_002,0,Stearic acid,Isotopologue_C13-14,1.40891226790115e-18
MCF002044_003,0,Stearic acid,Isotopologue_C13-14,2.06073314226116e-18
MCF002044_001,0,Stearic acid,Isotopologue_C13-15,-3.420497905811917e-21
MCF002044_002,0,Stearic acid,Isotopologue_C13-15,-1.092293048236905e-20
MCF002044_003,0,Stearic acid,Isotopologue_C13-15,-1.587693975719188e-20
MCF002044_001,0,Stearic acid,Isotopologue_C13-16,2.124841075702044e-23
MCF002044_002,0,Stearic acid,Isotopologue_C13-16,6.568404704265414e-23
MCF002044_003,0,Stearic acid,Isotopologue_C13-16,9.499663609464845e-23
MCF002044_001,0,Stearic acid,Isotopologue_C13-17,-9.98190353272325e-26
MCF002044_002,0,Stearic acid,Isotopologue_C13-17,-3.006967609944299e-25
MCF002044_003,0,Stearic acid,Isotopologue_C13-17,-4.330978228785947e-25
MCF002044_001,0,Stearic acid,Isotopologue_C13-18,3.435708890559971e-28
MCF002044_002,0,Stearic acid,Isotopologue_C13-18,1.013446783753532e-27
MCF002044_003,0,Stearic acid,Isotopologue_C13-18,1.454656057739676e-27
MCF002044_001,0,Fructose,Isotopologue_C13-0,0.7482313784288074
MCF002044_002,0,Fructose,Isotopologue_C13-0,0.7411952233341095
MCF002044_003,0,Fructose,Isotopologue_C13-0,0.7347194315430041
MCF002044_001,0,Fructose,Isotopologue_C13-1,-0.003577243314596833
MCF002044_002,0,Fructose,Isotopologue_C13-1,1.027251213075664e-4
MCF002044_003,0,Fructose,Isotopologue_C13-1,-0.003313779448025182
MCF002044_001,0,Fructose,Isotopologue_C13-2,-0.005855152144087416
MCF002044_002,0,Fructose,Isotopologue_C13-2,-0.00642475049657902
MCF002044_003,0,Fructose,Isotopologue_C13-2,-0.006296985630345995
MCF002044_001,0,Fructose,Isotopologue_C13-3,8.504638332617869e-4
MCF002044_002,0,Fructose,Isotopologue_C13-3,1.966636358322489e-4
MCF002044_003,0,Fructose,Isotopologue_C13-3,0.002269512691428701
MCF002044_001,0,Fructose,Isotopologue_C13-4,-0.004158368967732768
MCF002044_002,0,Fructose,Isotopologue_C13-4,-3.713698021610729e-4
MCF002044_003,0,Fructose,Isotopologue_C13-4,-6.942300785775055e-4
MCF002044_001,0,Fructose,Isotopologue_C13-5,-0.004470937322356978
MCF002044_002,0,Fructose,Isotopologue_C13-5,-0.006885293219795657
MCF002044_003,0,Fructose,Isotopologue_C13-5,-0.007442742946177201
MCF002044_001,0,Fructose,Isotopologue_C13-6,0.2689798594867048
MCF002044_002,0,Fructose,Isotopologue_C13-6,0.2721868014272866
MCF002044_003,0,Fructose,Isotopologue_C13-6,0.280758793868693
MCF002044_001,0,Glucose,Isotopologue_C13-0,0.008904888152653848
MCF002044_002,0,Glucose,Isotopologue_C13-0,0.007807134925778775
MCF002044_003,0,Glucose,Isotopologue_C13-0,0.007666755780721356
MCF002044_001,0,Glucose,Isotopologue_C13-1,7.174419597524028e-5
MCF002044_002,0,Glucose,Isotopologue_C13-1,1.885672801540482e-5
MCF002044_003,0,Glucose,Isotopologue_C13-1,1.137717989593648e-4
MCF002044_001,0,Glucose,Isotopologue_C13-2,-5.636642938227586e-5
MCF002044_002,0,Glucose,Isotopologue_C13-2,-4.671390352438306e-5
MCF002044_003,0,Glucose,Isotopologue_C13-2,-1.567113510087316e-4
MCF002044_001,0,Glucose,Isotopologue_C13-3,-9.123982725888318e-5
MCF002044_002,0,Glucose,Isotopologue_C13-3,-1.371482601024372e-4
MCF002044_003,0,Glucose,Isotopologue_C13-3,-8.892049592759585e-5
MCF002044_001,0,Glucose,Isotopologue_C13-4,4.51004336931559e-4
MCF002044_002,0,Glucose,Isotopologue_C13-4,6.04741466179052e-4
MCF002044_003,0,Glucose,Isotopologue_C13-4,4.399361308977607e-4
MCF002044_001,0,Glucose,Isotopologue_C13-5,-0.01700599301222334
MCF002044_002,0,Glucose,Isotopologue_C13-5,-0.017007752803605
MCF002044_003,0,Glucose,Isotopologue_C13-5,-0.01630177726132065
MCF002044_001,0,Glucose,Isotopologue_C13-6,1.007725962583304
MCF002044_002,0,Glucose,Isotopologue_C13-6,1.008760881847259
MCF002044_003,0,Glucose,Isotopologue_C13-6,1.008326945397679
MCF002044_001,0,Pentose-phosphate,Isotopologue_C13-0,1.06070164519695
MCF002044_002,0,Pentose-phosphate,Isotopologue_C13-0,1.047498539041076
MCF002044_003,0,Pentose-phosphate,Isotopologue_C13-0,1.04847794795045
MCF002044_001,0,Pentose-phosphate,Isotopologue_C13-1,-0.0197537643159337
MCF002044_002,0,Pentose-phosphate,Isotopologue_C13-1,-0.02084327927261414
MCF002044_003,0,Pentose-phosphate,Isotopologue_C13-1,-0.01775812894361763
MCF002044_001,0,Pentose-phosphate,Isotopologue_C13-2,-0.003792273526240822
MCF002044_002,0,Pentose-phosphate,Isotopologue_C13-2,-0.00467837304836248
MCF002044_003,0,Pentose-phosphate,Isotopologue_C13-2,-0.006630681131973284
MCF002044_001,0,Pentose-phosphate,Isotopologue_C13-3,-0.03256331810308842
MCF002044_002,0,Pentose-phosphate,Isotopologue_C13-3,-0.007651448928255007
MCF002044_003,0,Pentose-phosphate,Isotopologue_C13-3,-0.007988331022765619
MCF002044_001,0,Pentose-phosphate,Isotopologue_C13-4,-0.004473677714349766
MCF002044_002,0,Pentose-phosphate,Isotopologue_C13-4,-0.01102068014447672
MCF002044_003,0,Pentose-phosphate,Isotopologue_C13-4,-0.01334672939673098
MCF002044_001,0,Pentose-phosphate,Isotopologue_C13-5,-1.186115373377592e-4
MCF002044_002,0,Pentose-phosphate,Isotopologue_C13-5,-0.00330475764736815
MCF002044_003,0,Pentose-phosphate,Isotopologue_C13-5,-0.002754077455362802
MCF002044_001,0,Myo-inositol,Isotopologue_C13-0,1.010991463887298
MCF002044_002,0,Myo-inositol,Isotopologue_C13-0,1.011276025520593
MCF002044_003,0,Myo-inositol,Isotopologue_C13-0,1.011746522035832
MCF002044_001,0,Myo-inositol,Isotopologue_C13-1,-0.00878185894129914
MCF002044_002,0,Myo-inositol,Isotopologue_C13-1,-0.006935936738332199
MCF002044_003,0,Myo-inositol,Isotopologue_C13-1,-0.0090453635523591
MCF002044_001,0,Myo-inositol,Isotopologue_C13-2,-0.005043682505268595
MCF002044_002,0,Myo-inositol,Isotopologue_C13-2,-0.009294864148430532
MCF002044_003,0,Myo-inositol,Isotopologue_C13-2,-0.005459907336297091
MCF002044_001,0,Myo-inositol,Isotopologue_C13-3,6.370860563420989e-4
MCF002044_002,0,Myo-inositol,Isotopologue_C13-3,0.001895561752512261
MCF002044_003,0,Myo-inositol,Isotopologue_C13-3,8.819503902083586e-4
MCF002044_001,0,Myo-inositol,Isotopologue_C13-4,2.246809985775493e-4
MCF002044_002,0,Myo-inositol,Isotopologue_C13-4,0.001165585368739244
MCF002044_003,0,Myo-inositol,Isotopologue_C13-4,-3.069956252677378e-4
MCF002044_001,0,Myo-inositol,Isotopologue_C13-5,2.199943485463114e-4
MCF002044_002,0,Myo-inositol,Isotopologue_C13-5,3.321253610426756e-4
MCF002044_003,0,Myo-inositol,Isotopologue_C13-5,4.347114957527732e-4
MCF002044_001,0,Myo-inositol,Isotopologue_C13-6,0.001752316155804261
MCF002044_002,0,Myo-inositol,Isotopologue_C13-6,0.001561502883875921
MCF002044_003,0,Myo-inositol,Isotopologue_C13-6,0.001749082592130667
MCF002044_001,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-0,1.323005763524617
MCF002044_002,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-0,1.062142775045961
MCF002044_003,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-0,1.102695461540216
MCF002044_001,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-1,-0.2804990238068872
MCF002044_002,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-1,0.03607855364676479
MCF002044_003,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-1,-0.1079576735563797
MCF002044_001,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-2,-0.06577118552849781
MCF002044_002,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-2,-0.1053716537409778
MCF002044_003,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-2,0.0145918642279113
MCF002044_001,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-3,0.02008982201990833
MCF002044_002,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-3,0.002567006867795706
MCF002044_003,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-3,-0.007439948954272304
MCF002044_001,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-4,0.003174623790860192
MCF002044_002,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-4,0.004583318180456555
MCF002044_003,0,2-DL-Hydroxybutyric acid,Isotopologue_C13-4,-0.001889703257474828
MCF002044_001,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-0,1.082292301373772
MCF002044_002,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-0,1.089660777850338
MCF002044_003,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-0,1.087389421414435
MCF002044_001,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-1,0.01162553227758317
MCF002044_002,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-1,0.002683311512270051
MCF002044_003,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-1,0.005439779657503988
MCF002044_001,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-2,-0.1023128423645747
MCF002044_002,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-2,-0.1011942662101483
MCF002044_003,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-2,-0.1015390708865945
MCF002044_001,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-3,0.003920500620604404
MCF002044_002,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-3,0.004415459495393648
MCF002044_003,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-3,0.004262886839521671
MCF002044_001,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-4,0.00447450809261485
MCF002044_002,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-4,0.004434717352146274
MCF002044_003,0,3-DL-Hydroxybutyric acid,Isotopologue_C13-4,0.004446982975133616
MCF002044_001,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-0,1.023805446950204
MCF002044_002,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-0,1.021193976821863
MCF002044_003,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-0,1.029770253181546
MCF002044_001,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-1,-0.001372168648351419
MCF002044_002,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-1,-0.002435376504813653
MCF002044_003,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-1,-0.002942194865456069
MCF002044_001,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-2,0.001667513515446827
MCF002044_002,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-2,-0.00521023347156232
MCF002044_003,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-2,-0.00434245575965792
MCF002044_001,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-3,-0.02383516878107125
MCF002044_002,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-3,-0.009394170265128485
MCF002044_003,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-3,-0.02276760346898313
MCF002044_001,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-4,-0.001835655316478034
MCF002044_002,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-4,-0.004670265754230048
MCF002044_003,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-4,-0.001254308944160729
MCF002044_001,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-5,0.001570032280250075
MCF002044_002,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-5,5.160691738712355e-4
MCF002044_003,0,DL-2-Hydroxyglutaric acid,Isotopologue_C13-5,0.001536309856712207
MCF002044_001,0,Oxoadipic acid,Isotopologue_C13-0,0
MCF002044_002,0,Oxoadipic acid,Isotopologue_C13-0,1.379676126781309
MCF002044_003,0,Oxoadipic acid,Isotopologue_C13-0,0
MCF002044_001,0,Oxoadipic acid,Isotopologue_C13-1,0
MCF002044_002,0,Oxoadipic acid,Isotopologue_C13-1,-0.3437488192890492
MCF002044_003,0,Oxoadipic acid,Isotopologue_C13-1,0
MCF002044_001,0,Oxoadipic acid,Isotopologue_C13-2,0
MCF002044_002,0,Oxoadipic acid,Isotopologue_C13-2,-0.06270447908826615
MCF002044_003,0,Oxoadipic acid,Isotopologue_C13-2,0
MCF002044_001,0,Oxoadipic acid,Isotopologue_C13-3,0
MCF002044_002,0,Oxoadipic acid,Isotopologue_C13-3,0.02464184188244749
MCF002044_003,0,Oxoadipic acid,Isotopologue_C13-3,0
MCF002044_001,0,Oxoadipic acid,Isotopologue_C13-4,0
MCF002044_002,0,Oxoadipic acid,Isotopologue_C13-4,0.00192427296568725
MCF002044_003,0,Oxoadipic acid,Isotopologue_C13-4,0
MCF002044_001,0,Oxoadipic acid,Isotopologue_C13-5,0
MCF002044_002,0,Oxoadipic acid,Isotopologue_C13-5,2.435166214007636e-4
MCF002044_003,0,Oxoadipic acid,Isotopologue_C13-5,0
MCF002044_001,0,Oxoadipic acid,Isotopologue_C13-6,0
MCF002044_002,0,Oxoadipic acid,Isotopologue_C13-6,-3.245987352958458e-5
MCF002044_003,0,Oxoadipic acid,Isotopologue_C13-6,0
MCF002044_001,0,(S)-a-Acetolactic Acid,Isotopologue_C13-0,0
MCF002044_002,0,(S)-a-Acetolactic Acid,Isotopologue_C13-0,0
MCF002044_003,0,(S)-a-Acetolactic Acid,Isotopologue_C13-0,0
MCF002044_001,0,(S)-a-Acetolactic Acid,Isotopologue_C13-1,0
MCF002044_002,0,(S)-a-Acetolactic Acid,Isotopologue_C13-1,0
MCF002044_003,0,(S)-a-Acetolactic Acid,Isotopologue_C13-1,0
MCF002044_001,0,(S)-a-Acetolactic Acid,Isotopologue_C13-2,0
MCF002044_002,0,(S)-a-Acetolactic Acid,Isotopologue_C13-2,0
MCF002044_003,0,(S)-a-Acetolactic Acid,Isotopologue_C13-2,0
MCF002044_001,0,(S)-a-Acetolactic Acid,Isotopologue_C13-3,0
MCF002044_002,0,(S)-a-Acetolactic Acid,Isotopologue_C13-3,0
MCF002044_003,0,(S)-a-Acetolactic Acid,Isotopologue_C13-3,0
MCF002044_001,0,(S)-a-Acetolactic Acid,Isotopologue_C13-4,0
MCF002044_002,0,(S)-a-Acetolactic Acid,Isotopologue_C13-4,0
MCF002044_003,0,(S)-a-Acetolactic Acid,Isotopologue_C13-4,0
MCF002044_001,0,(S)-a-Acetolactic Acid,Isotopologue_C13-5,0
MCF002044_002,0,(S)-a-Acetolactic Acid,Isotopologue_C13-5,0
MCF002044_003,0,(S)-a-Acetolactic Acid,Isotopologue_C13-5,0
MCF002044_001,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-0,0
MCF002044_002,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-0,0
MCF002044_003,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-0,0
MCF002044_001,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-1,0
MCF002044_002,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-1,0
MCF002044_003,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-1,0
MCF002044_001,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-2,0
MCF002044_002,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-2,0
MCF002044_003,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-2,0
MCF002044_001,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-3,0
MCF002044_002,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-3,0
MCF002044_003,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-3,0
MCF002044_001,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-4,0
MCF002044_002,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-4,0
MCF002044_003,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-4,0
MCF002044_001,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-5,0
MCF002044_002,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-5,0
MCF002044_003,0,"2,3-dihydroxyisovalerate",Isotopologue_C13-5,0
MCF002044_001,0,2-isopropylmalic acid,Isotopologue_C13-0,0
MCF002044_002,0,2-isopropylmalic acid,Isotopologue_C13-0,0
MCF002044_003,0,2-isopropylmalic acid,Isotopologue_C13-0,0
MCF002044_001,0,2-isopropylmalic acid,Isotopologue_C13-1,0
MCF002044_002,0,2-isopropylmalic acid,Isotopologue_C13-1,0
MCF002044_003,0,2-isopropylmalic acid,Isotopologue_C13-1,0
MCF002044_001,0,2-isopropylmalic acid,Isotopologue_C13-2,0
MCF002044_002,0,2-isopropylmalic acid,Isotopologue_C13-2,0
MCF002044_003,0,2-isopropylmalic acid,Isotopologue_C13-2,0
MCF002044_001,0,2-isopropylmalic acid,Isotopologue_C13-3,0
MCF002044_002,0,2-isopropylmalic acid,Isotopologue_C13-3,0
MCF002044_003,0,2-isopropylmalic acid,Isotopologue_C13-3,0
MCF002044_001,0,2-isopropylmalic acid,Isotopologue_C13-4,0
MCF002044_002,0,2-isopropylmalic acid,Isotopologue_C13-4,0
MCF002044_003,0,2-isopropylmalic acid,Isotopologue_C13-4,0
MCF002044_001,0,2-isopropylmalic acid,Isotopologue_C13-5,0
MCF002044_002,0,2-isopropylmalic acid,Isotopologue_C13-5,0
MCF002044_003,0,2-isopropylmalic acid,Isotopologue_C13-5,0
MCF002044_001,0,2-isopropylmalic acid,Isotopologue_C13-6,0
MCF002044_002,0,2-isopropylmalic acid,Isotopologue_C13-6,0
MCF002044_003,0,2-isopropylmalic acid,Isotopologue_C13-6,0
MCF002044_001,0,2-isopropylmalic acid,Isotopologue_C13-7,0
MCF002044_002,0,2-isopropylmalic acid,Isotopologue_C13-7,0
MCF002044_003,0,2-isopropylmalic acid,Isotopologue_C13-7,0
MCF002044_001,0,a-Ketobutyric acid,Isotopologue_C13-0,0
MCF002044_002,0,a-Ketobutyric acid,Isotopologue_C13-0,1.198734788942558
MCF002044_003,0,a-Ketobutyric acid,Isotopologue_C13-0,0
MCF002044_001,0,a-Ketobutyric acid,Isotopologue_C13-1,0
MCF002044_002,0,a-Ketobutyric acid,Isotopologue_C13-1,-0.1716601884842778
MCF002044_003,0,a-Ketobutyric acid,Isotopologue_C13-1,0
MCF002044_001,0,a-Ketobutyric acid,Isotopologue_C13-2,0
MCF002044_002,0,a-Ketobutyric acid,Isotopologue_C13-2,-0.03504995215840014
MCF002044_003,0,a-Ketobutyric acid,Isotopologue_C13-2,0
MCF002044_001,0,a-Ketobutyric acid,Isotopologue_C13-3,0
MCF002044_002,0,a-Ketobutyric acid,Isotopologue_C13-3,0.00704601773953207
MCF002044_003,0,a-Ketobutyric acid,Isotopologue_C13-3,0
MCF002044_001,0,a-Ketobutyric acid,Isotopologue_C13-4,0
MCF002044_002,0,a-Ketobutyric acid,Isotopologue_C13-4,9.29333960587933e-4
MCF002044_003,0,a-Ketobutyric acid,Isotopologue_C13-4,0
MCF002044_001,0,Fucose,Isotopologue_C13-0,1.316474765447389
MCF002044_002,0,Fucose,Isotopologue_C13-0,1.11597639194945
MCF002044_003,0,Fucose,Isotopologue_C13-0,1.118947563122008
MCF002044_001,0,Fucose,Isotopologue_C13-1,-0.1379199317834564
MCF002044_002,0,Fucose,Isotopologue_C13-1,-0.07153635964445101
MCF002044_003,0,Fucose,Isotopologue_C13-1,-0.09967208620540505
MCF002044_001,0,Fucose,Isotopologue_C13-2,-0.2395702245740776
MCF002044_002,0,Fucose,Isotopologue_C13-2,0.002720661345568184
MCF002044_003,0,Fucose,Isotopologue_C13-2,1.578812003808774e-4
MCF002044_001,0,Fucose,Isotopologue_C13-3,0.04060106426204037
MCF002044_002,0,Fucose,Isotopologue_C13-3,-0.05527550758811497
MCF002044_003,0,Fucose,Isotopologue_C13-3,-0.009749425071924039
MCF002044_001,0,Fucose,Isotopologue_C13-4,0.02008268067731092
MCF002044_002,0,Fucose,Isotopologue_C13-4,0.004514831510328399
MCF002044_003,0,Fucose,Isotopologue_C13-4,-0.0102924765279413
MCF002044_001,0,Fucose,Isotopologue_C13-5,-7.369130067970621e-4
MCF002044_002,0,Fucose,Isotopologue_C13-5,0.004739767673376373
MCF002044_003,0,Fucose,Isotopologue_C13-5,9.701087815159554e-4
MCF002044_001,0,Fucose,Isotopologue_C13-6,0.001068558977590908
MCF002044_002,0,Fucose,Isotopologue_C13-6,-0.001139785246156862
MCF002044_003,0,Fucose,Isotopologue_C13-6,-3.615652986345116e-4
MCF002044_001,0,Galacturonic acid,Isotopologue_C13-0,-1.287700497391499e-10
MCF002044_002,0,Galacturonic acid,Isotopologue_C13-0,-1.287700497391499e-10
MCF002044_003,0,Galacturonic acid,Isotopologue_C13-0,-1.2877004973915e-10
MCF002044_001,0,Galacturonic acid,Isotopologue_C13-1,6.440864134803284e-8
MCF002044_002,0,Galacturonic acid,Isotopologue_C13-1,6.440864134803285e-8
MCF002044_003,0,Galacturonic acid,Isotopologue_C13-1,6.440864134803285e-8
MCF002044_001,0,Galacturonic acid,Isotopologue_C13-2,-1.288881321314391e-5
MCF002044_002,0,Galacturonic acid,Isotopologue_C13-2,-1.288881321314391e-5
MCF002044_003,0,Galacturonic acid,Isotopologue_C13-2,-1.288881321314391e-5
MCF002044_001,0,Galacturonic acid,Isotopologue_C13-3,0.001290062145237282
MCF002044_002,0,Galacturonic acid,Isotopologue_C13-3,0.001290062145237282
MCF002044_003,0,Galacturonic acid,Isotopologue_C13-3,0.001290062145237282
MCF002044_001,0,Galacturonic acid,Isotopologue_C13-4,-0.0646211896541531
MCF002044_002,0,Galacturonic acid,Isotopologue_C13-4,-0.06462118965415312
MCF002044_003,0,Galacturonic acid,Isotopologue_C13-4,-0.06462118965415313
MCF002044_001,0,Galacturonic acid,Isotopologue_C13-5,1.299508736620405
MCF002044_002,0,Galacturonic acid,Isotopologue_C13-5,1.299508736620405
MCF002044_003,0,Galacturonic acid,Isotopologue_C13-5,1.299508736620406
MCF002044_001,0,Galacturonic acid,Isotopologue_C13-6,-0.2361647845781477
MCF002044_002,0,Galacturonic acid,Isotopologue_C13-6,-0.2361647845781477
MCF002044_003,0,Galacturonic acid,Isotopologue_C13-6,-0.2361647845781478
MCF002044_001,0,Glucuronic acid,Isotopologue_C13-0,1.077379535264474
MCF002044_002,0,Glucuronic acid,Isotopologue_C13-0,1.041313851216866
MCF002044_003,0,Glucuronic acid,Isotopologue_C13-0,1.033421089894927
MCF002044_001,0,Glucuronic acid,Isotopologue_C13-1,-0.03012522802455827
MCF002044_002,0,Glucuronic acid,Isotopologue_C13-1,-0.02535579027158369
MCF002044_003,0,Glucuronic acid,Isotopologue_C13-1,-0.01918565234646944
MCF002044_001,0,Glucuronic acid,Isotopologue_C13-2,-0.004736051172856997
MCF002044_002,0,Glucuronic acid,Isotopologue_C13-2,0.01291354511547932
MCF002044_003,0,Glucuronic acid,Isotopologue_C13-2,0.007909618375494436
MCF002044_001,0,Glucuronic acid,Isotopologue_C13-3,-0.02320086296612626
MCF002044_002,0,Glucuronic acid,Isotopologue_C13-3,-0.02138427012627915
MCF002044_003,0,Glucuronic acid,Isotopologue_C13-3,-0.02444536920224035
MCF002044_001,0,Glucuronic acid,Isotopologue_C13-4,-0.02007471122597666
MCF002044_002,0,Glucuronic acid,Isotopologue_C13-4,-0.01599634002820609
MCF002044_003,0,Glucuronic acid,Isotopologue_C13-4,-0.00897412486508391
MCF002044_001,0,Glucuronic acid,Isotopologue_C13-5,0.002141493605988698
MCF002044_002,0,Glucuronic acid,Isotopologue_C13-5,-0.001029429355743574
MCF002044_003,0,Glucuronic acid,Isotopologue_C13-5,-0.001710100995298724
MCF002044_001,0,Glucuronic acid,Isotopologue_C13-6,-0.001384175480944313
MCF002044_002,0,Glucuronic acid,Isotopologue_C13-6,0.009538433449467159
MCF002044_003,0,Glucuronic acid,Isotopologue_C13-6,0.01298453913867062
MCF002044_001,0,Mannitol,Isotopologue_C13-0,1.719290641032442
MCF002044_002,0,Mannitol,Isotopologue_C13-0,0.9600869316107679
MCF002044_003,0,Mannitol,Isotopologue_C13-0,2.148789881016895
MCF002044_001,0,Mannitol,Isotopologue_C13-1,-0.5749686446512853
MCF002044_002,0,Mannitol,Isotopologue_C13-1,0.2386641865100042
MCF002044_003,0,Mannitol,Isotopologue_C13-1,-1.222749325071119
MCF002044_001,0,Mannitol,Isotopologue_C13-2,-0.3078295679362148
MCF002044_002,0,Mannitol,Isotopologue_C13-2,-0.1008119992510448
MCF002044_003,0,Mannitol,Isotopologue_C13-2,-0.1033415756401503
MCF002044_001,0,Mannitol,Isotopologue_C13-3,0.1362717480315288
MCF002044_002,0,Mannitol,Isotopologue_C13-3,-0.1622235932024597
MCF002044_003,0,Mannitol,Isotopologue_C13-3,0.199089542475799
MCF002044_001,0,Mannitol,Isotopologue_C13-4,0.02571413201989417
MCF002044_002,0,Mannitol,Isotopologue_C13-4,0.04183833902192709
MCF002044_003,0,Mannitol,Isotopologue_C13-4,-0.01423017669669938
MCF002044_001,0,Mannitol,Isotopologue_C13-5,-0.002671954284774673
MCF002044_002,0,Mannitol,Isotopologue_C13-5,0.02148503336427423
MCF002044_003,0,Mannitol,Isotopologue_C13-5,-0.009774107310887068
MCF002044_001,0,Mannitol,Isotopologue_C13-6,0.004193645788410327
MCF002044_002,0,Mannitol,Isotopologue_C13-6,9.611019465310081e-4
MCF002044_003,0,Mannitol,Isotopologue_C13-6,0.002215761226161846
MCF002044_001,0,Sorbitol,Isotopologue_C13-0,1.019339051673967
MCF002044_002,0,Sorbitol,Isotopologue_C13-0,1.011655051955953
MCF002044_003,0,Sorbitol,Isotopologue_C13-0,1.015443037503086
MCF002044_001,0,Sorbitol,Isotopologue_C13-1,-0.008985312681117262
MCF002044_002,0,Sorbitol,Isotopologue_C13-1,-0.005121380048325181
MCF002044_003,0,Sorbitol,Isotopologue_C13-1,0.002785139190857038
MCF002044_001,0,Sorbitol,Isotopologue_C13-2,-0.001759708389180718
MCF002044_002,0,Sorbitol,Isotopologue_C13-2,-0.006448685622914153
MCF002044_003,0,Sorbitol,Isotopologue_C13-2,-0.01034128947975402
MCF002044_001,0,Sorbitol,Isotopologue_C13-3,0.002763046727303417
MCF002044_002,0,Sorbitol,Isotopologue_C13-3,0.002470516090544472
MCF002044_003,0,Sorbitol,Isotopologue_C13-3,-0.003746031450608715
MCF002044_001,0,Sorbitol,Isotopologue_C13-4,-0.003441063539505132
