"","compound","datatype","cohort","P","average"
"641","Phosphoenolpyruvic acid","FracCont","0.5",0.0495346134356268,0.101834235467421
"642","Phosphoenolpyruvic acid","FracCont","1",0.0495346134356268,0.121239373736057
"643","Phosphoenolpyruvic acid","Isotopologue_C13-0","0.5",0.0495346134356268,0.911454910528959
"644","Phosphoenolpyruvic acid","Isotopologue_C13-0","1",0.0495346134356268,0.89970982641013
"645","Phosphoenolpyruvic acid","Isotopologue_C13-1","0.5",0.275233524074834,-0.00705685065416112
"646","Phosphoenolpyruvic acid","Isotopologue_C13-1","1",0.512690760261924,-0.0113843543244257
"647","Phosphoenolpyruvic acid","Isotopologue_C13-2","0.5",0.512690760261924,-0.00623229534221901
"648","Phosphoenolpyruvic acid","Isotopologue_C13-2","1",0.512690760261924,-0.00956484582176128
"649","Phosphoenolpyruvic acid","Isotopologue_C13-3","0.5",0.0495346134356268,0.101834235467421
"650","Phosphoenolpyruvic acid","Isotopologue_C13-3","1",0.0495346134356268,0.121239373736057
"651","Pyruvic acid","FracCont","0.5",0.827259346562712,0.00349350787119771
"652","Pyruvic acid","FracCont","1",0.827259346562712,0.00287290041608774
"653","Pyruvic acid","Isotopologue_C13-0","0.5",0.275233524074834,1.1381584087772
"654","Pyruvic acid","Isotopologue_C13-0","1",0.827259346562712,1.12725847783245
"655","Pyruvic acid","Isotopologue_C13-1","0.5",0.512690760261924,-0.119078415602997
"656","Pyruvic acid","Isotopologue_C13-1","1",0.827259346562712,-0.109963537152898
"657","Pyruvic acid","Isotopologue_C13-2","0.5",0.512690760261924,-0.0225735010454023
"658","Pyruvic acid","Isotopologue_C13-2","1",0.827259346562712,-0.0201678410956353
"659","Pyruvic acid","Isotopologue_C13-3","0.5",0.512690760261924,0.00349350787119771
"660","Pyruvic acid","Isotopologue_C13-3","1",0.827259346562712,0.00287290041608774
"661","Sorbitol","FracCont","0.5",0.0495346134356268,0.00730415291712322
"662","Sorbitol","FracCont","1",0.0495346134356268,0.0137837740380786
"663","Sorbitol","Isotopologue_C13-0","0.5",0.512690760261924,1.01437506954305
"664","Sorbitol","Isotopologue_C13-0","1",0.0495346134356268,1.00205569462728
"665","Sorbitol","Isotopologue_C13-1","0.5",0.512690760261924,-0.00971582125798191
"666","Sorbitol","Isotopologue_C13-1","1",0.827259346562712,-0.00574506314699902
"667","Sorbitol","Isotopologue_C13-2","0.5",0.827259346562712,-0.00888143969282401
"668","Sorbitol","Isotopologue_C13-2","1",0.827259346562712,-0.00586410135370418
"669","Sorbitol","Isotopologue_C13-3","0.5",0.827259346562712,0.00255044783327181
"670","Sorbitol","Isotopologue_C13-3","1",0.827259346562712,0.00299465478176973
"671","Sorbitol","Isotopologue_C13-4","0.5",0.827259346562712,-0.00155371430150475
"672","Sorbitol","Isotopologue_C13-4","1",0.827259346562712,-0.00327777753049013
"673","Sorbitol","Isotopologue_C13-5","0.5",0.512690760261924,-0.00273143300354395
"674","Sorbitol","Isotopologue_C13-5","1",0.827259346562712,-0.0021063412287208
"675","Sorbitol","Isotopologue_C13-6","0.5",0.0495346134356268,0.0059568908795297
"676","Sorbitol","Isotopologue_C13-6","1",0.0495346134356268,0.0119429338508686
"677","Stearic acid","FracCont","0.5",0.512690760261924,0.000265687693758905
"678","Stearic acid","FracCont","1",0.512690760261924,0.00037514648537501
"679","Stearic acid","Isotopologue_C13-0","0.5",0.512690760261924,1.01150304650884
"680","Stearic acid","Isotopologue_C13-0","1",0.827259346562712,1.0107659236332
"681","Stearic acid","Isotopologue_C13-1","0.5",0.827259346562712,-0.00203785634577329
"682","Stearic acid","Isotopologue_C13-1","1",0.827259346562712,-0.00215234375365943
"683","Stearic acid","Isotopologue_C13-10","0.5",0.512690760261924,2.50404907692302e-11
"684","Stearic acid","Isotopologue_C13-10","1",0.512690760261924,3.93772077970472e-11
"685","Stearic acid","Isotopologue_C13-11","0.5",0.512690760261924,-5.43377168356321e-13
"686","Stearic acid","Isotopologue_C13-11","1",0.512690760261924,-8.32118584315449e-13
"687","Stearic acid","Isotopologue_C13-12","0.5",0.512690760261924,8.9339447421121e-15
"688","Stearic acid","Isotopologue_C13-12","1",0.512690760261924,1.34435151199091e-14
"689","Stearic acid","Isotopologue_C13-13","0.5",0.512690760261924,-1.13754459687311e-16
"690","Stearic acid","Isotopologue_C13-13","1",0.512690760261924,-1.69052269434487e-16
"691","Stearic acid","Isotopologue_C13-14","0.5",0.512690760261924,1.13211870477209e-18
"692","Stearic acid","Isotopologue_C13-14","1",0.512690760261924,1.6668217975523e-18
"693","Stearic acid","Isotopologue_C13-15","0.5",0.512690760261924,-8.80746632344261e-21
"694","Stearic acid","Isotopologue_C13-15","1",0.512690760261924,-1.28734849561365e-20
"695","Stearic acid","Isotopologue_C13-16","0.5",0.512690760261924,5.31093809166286e-23
"696","Stearic acid","Isotopologue_C13-16","1",0.512690760261924,7.71782320028819e-23
"697","Stearic acid","Isotopologue_C13-17","0.5",0.512690760261924,-2.43679825498236e-25
"698","Stearic acid","Isotopologue_C13-17","1",0.512690760261924,-3.52435330619366e-25
"699","Stearic acid","Isotopologue_C13-18","0.5",0.512690760261924,8.22823380693338e-28
"700","Stearic acid","Isotopologue_C13-18","1",0.512690760261924,1.18534973847933e-27
"701","Stearic acid","Isotopologue_C13-2","0.5",0.275233524074834,-0.0100214869746659
"702","Stearic acid","Isotopologue_C13-2","1",0.275233524074834,-0.00964435679236364
"703","Stearic acid","Isotopologue_C13-3","0.5",0.827259346562712,0.00143054693943656
"704","Stearic acid","Isotopologue_C13-3","1",0.512690760261924,0.00208987051499986
"705","Stearic acid","Isotopologue_C13-4","0.5",0.512690760261924,-0.000969036465439825
"706","Stearic acid","Isotopologue_C13-4","1",0.512690760261924,-0.00115361977618241
"707","Stearic acid","Isotopologue_C13-5","0.5",0.827259346562712,9.74255868971882e-05
"708","Stearic acid","Isotopologue_C13-5","1",0.126630457947616,9.47198783612267e-05
"709","Stearic acid","Isotopologue_C13-6","0.5",0.512690760261924,-2.4806544446961e-06
"710","Stearic acid","Isotopologue_C13-6","1",0.512690760261924,2.2034317445044e-07
"711","Stearic acid","Isotopologue_C13-7","0.5",0.512690760261924,-1.76023539260014e-07
"712","Stearic acid","Isotopologue_C13-7","1",0.512690760261924,-4.45683304358865e-07
"713","Stearic acid","Isotopologue_C13-8","0.5",0.512690760261924,1.82402390371828e-08
"714","Stearic acid","Isotopologue_C13-8","1",0.512690760261924,3.29724963610336e-08
"715","Stearic acid","Isotopologue_C13-9","0.5",0.512690760261924,-8.36051664348963e-10
"716","Stearic acid","Isotopologue_C13-9","1",0.512690760261924,-1.37527788172432e-09
"717","Succinic acid","FracCont","0.5",0.0369039536137181,0.000214720108303197
"718","Succinic acid","FracCont","1",0.121335250358482,0.00162972540446201
"719","Succinic acid","Isotopologue_C13-0","0.5",0.827259346562712,1.02398292810588
"720","Succinic acid","Isotopologue_C13-0","1",0.126630457947616,1.02773513916063
"721","Succinic acid","Isotopologue_C13-1","0.5",0.0495346134356268,-0.0185459228800479
"722","Succinic acid","Isotopologue_C13-1","1",0.0495346134356268,-0.0230419478100869
"723","Succinic acid","Isotopologue_C13-2","0.5",0.0495346134356268,0.000429440216606394
"724","Succinic acid","Isotopologue_C13-2","1",0.0495346134356268,0.00114772240949212
"725","Succinic acid","Isotopologue_C13-3","0.5",0.0495346134356268,-0.0037694205643619
"726","Succinic acid","Isotopologue_C13-3","1",0.512690760261924,-0.00372893217596555
"727","Succinic acid","Isotopologue_C13-4","0.5",0.126630457947616,-0.00209702487807476
"728","Succinic acid","Isotopologue_C13-4","1",0.512690760261924,-0.00211198158406643
"729","a-Ketobutyric acid","FracCont","0.5",1,0.00621384726523699
"730","a-Ketobutyric acid","FracCont","1",0.317310507862914,0.00621384726523698
"731","a-Ketobutyric acid","Isotopologue_C13-0","0.5",1,1.19873478894256
"732","a-Ketobutyric acid","Isotopologue_C13-0","1",1,1.19873478894256
"733","a-Ketobutyric acid","Isotopologue_C13-1","0.5",1,-0.171660188484278
"734","a-Ketobutyric acid","Isotopologue_C13-1","1",1,-0.171660188484278
"735","a-Ketobutyric acid","Isotopologue_C13-2","0.5",0,-0.0350499521584001
"736","a-Ketobutyric acid","Isotopologue_C13-2","1",0,-0.0350499521584001
"737","a-Ketobutyric acid","Isotopologue_C13-3","0.5",1,0.00704601773953207
"738","a-Ketobutyric acid","Isotopologue_C13-3","1",0,0.00704601773953207
"739","a-Ketobutyric acid","Isotopologue_C13-4","0.5",0,0.000929333960587933
"740","a-Ketobutyric acid","Isotopologue_C13-4","1",0,0.000929333960587933
"741","(2 and/or 3-)Phosphoglyceric acid","FracCont","0",NA,0.00800195738585187
"742","(2 and/or 3-)Phosphoglyceric acid","Isotopologue_C13-0","0",NA,1.00793323477408
"743","(2 and/or 3-)Phosphoglyceric acid","Isotopologue_C13-1","0",NA,-0.00973649501573223
"744","(2 and/or 3-)Phosphoglyceric acid","Isotopologue_C13-2","0",NA,-0.00619869714419806
"745","(2 and/or 3-)Phosphoglyceric acid","Isotopologue_C13-3","0",NA,0.00800195738585187
"746","13C5-D5-15N Glutamic acid","FracCont","0",NA,0
"747","2-DL-Hydroxybutyric acid","FracCont","0",NA,0.0136887113875805
"748","2-DL-Hydroxybutyric acid","Isotopologue_C13-0","0",NA,1.1626146667036
"749","2-DL-Hydroxybutyric acid","Isotopologue_C13-1","0",NA,-0.117459381238834
"750","2-DL-Hydroxybutyric acid","Isotopologue_C13-2","0",NA,-0.0521836583471881
"751","2-DL-Hydroxybutyric acid","Isotopologue_C13-3","0",NA,0.00507229331114391
"752","2-DL-Hydroxybutyric acid","Isotopologue_C13-4","0",NA,0.00195607957128064
"753","2-Phosphoglyceric acid","FracCont","0",NA,0.00446854930220455
"754","2-Phosphoglyceric acid","Isotopologue_C13-0","0",NA,1.18894711701391
"755","2-Phosphoglyceric acid","Isotopologue_C13-1","0",NA,-0.10679266740434
"756","2-Phosphoglyceric acid","Isotopologue_C13-2","0",NA,-0.060512939183258
"757","2-Phosphoglyceric acid","Isotopologue_C13-3","0",NA,-0.0216415104263132
"758","3-DL-Hydroxybutyric acid","FracCont","0",NA,0.00924749983279128
"759","3-DL-Hydroxybutyric acid","Isotopologue_C13-0","0",NA,1.08644750021285
"760","3-DL-Hydroxybutyric acid","Isotopologue_C13-1","0",NA,0.0065828744824524
"761","3-DL-Hydroxybutyric acid","Isotopologue_C13-2","0",NA,-0.101682059820439
"762","3-DL-Hydroxybutyric acid","Isotopologue_C13-3","0",NA,0.00419961565183991
"763","3-DL-Hydroxybutyric acid","Isotopologue_C13-4","0",NA,0.00445206947329825
"764","Citric acid","FracCont","0",NA,0.000695639162619108
"765","Citric acid","Isotopologue_C13-0","0",NA,1.01376943527017
"766","Citric acid","Isotopologue_C13-1","0",NA,-0.00464673404599207
"767","Citric acid","Isotopologue_C13-2","0",NA,-0.00462016821349865
"768","Citric acid","Isotopologue_C13-3","0",NA,-0.0016501533580427
"769","Citric acid","Isotopologue_C13-4","0",NA,-0.00069849491047662
"770","Citric acid","Isotopologue_C13-5","0",NA,-0.00197868976144593
"771","Citric acid","Isotopologue_C13-6","0",NA,-0.000175194980714487
"772","D-Glyceraldehyde 3-phosphate","FracCont","0",NA,0.0117685405244028
"773","D-Glyceraldehyde 3-phosphate","Isotopologue_C13-0","0",NA,1.23437048903745
"774","D-Glyceraldehyde 3-phosphate","Isotopologue_C13-1","0",NA,-0.131950616039653
"775","D-Glyceraldehyde 3-phosphate","Isotopologue_C13-2","0",NA,-0.114188413522196
"776","D-Glyceraldehyde 3-phosphate","Isotopologue_C13-3","0",NA,0.0117685405244028
"777","D7-Glucose","FracCont","0",NA,0
"778","DL-2-Hydroxyglutaric acid","FracCont","0",NA,0.00142980557233742
"779","DL-2-Hydroxyglutaric acid","Isotopologue_C13-0","0",NA,1.0249232256512
"780","DL-2-Hydroxyglutaric acid","Isotopologue_C13-1","0",NA,-0.00224991333954038
"781","DL-2-Hydroxyglutaric acid","Isotopologue_C13-2","0",NA,-0.0026283919052578
"782","DL-2-Hydroxyglutaric acid","Isotopologue_C13-3","0",NA,-0.018665647505061
"783","DL-2-Hydroxyglutaric acid","Isotopologue_C13-4","0",NA,-0.0025867433382896
"784","DL-2-Hydroxyglutaric acid","Isotopologue_C13-5","0",NA,0.00120747043694451
"785","Dihydroxyacetone phosphate","FracCont","0",NA,0.0278036295480165
"786","Dihydroxyacetone phosphate","Isotopologue_C13-0","0",NA,1.02120593732312
"787","Dihydroxyacetone phosphate","Isotopologue_C13-1","0",NA,-0.0385524378263516
"788","Dihydroxyacetone phosphate","Isotopologue_C13-2","0",NA,-0.00925254149118269
"789","Dihydroxyacetone phosphate","Isotopologue_C13-3","0",NA,0.0265990419944155
"790","Fructose","FracCont","0",NA,0.274533631905499
"791","Fructose","Isotopologue_C13-0","0",NA,0.741382011101974
"792","Fructose","Isotopologue_C13-1","0",NA,-0.00226276588043815
"793","Fructose","Isotopologue_C13-2","0",NA,-0.00619229609033748
"794","Fructose","Isotopologue_C13-3","0",NA,0.00110554672017425
"795","Fructose","Isotopologue_C13-4","0",NA,-0.00174132294949045
"796","Fructose","Isotopologue_C13-5","0",NA,-0.00626632449610995
"797","Fructose","Isotopologue_C13-6","0",NA,0.273975151594228
"798","Fucose","FracCont","0",NA,0.0144950590426991
"799","Fucose","Isotopologue_C13-0","0",NA,1.18379957350628
"800","Fucose","Isotopologue_C13-1","0",NA,-0.103042792544437
"801","Fucose","Isotopologue_C13-2","0",NA,-0.0788972273427095
"802","Fucose","Isotopologue_C13-3","0",NA,-0.00814128946599955
"803","Fucose","Isotopologue_C13-4","0",NA,0.00476834521989934
"804","Fucose","Isotopologue_C13-5","0",NA,0.00165765448269842
"805","Fucose","Isotopologue_C13-6","0",NA,-0.000144263855733489
"806","Fumaric acid","FracCont","0",NA,0.00821199736390896
"807","Fumaric acid","Isotopologue_C13-0","0",NA,1.09996898918472
"808","Fumaric acid","Isotopologue_C13-1","0",NA,-0.00685541352207307
"809","Fumaric acid","Isotopologue_C13-2","0",NA,-0.102457873129851
"810","Fumaric acid","Isotopologue_C13-3","0",NA,0.00495945947618001
"811","Fumaric acid","Isotopologue_C13-4","0",NA,0.00438483799102378
"812","Galacturonic acid","FracCont","0",NA,1.08356898899106
"813","Galacturonic acid","Isotopologue_C13-0","0",NA,-1.2877004973915e-10
"814","Galacturonic acid","Isotopologue_C13-1","0",NA,6.44086413480329e-08
"815","Galacturonic acid","Isotopologue_C13-2","0",NA,-1.28888132131439e-05
"816","Galacturonic acid","Isotopologue_C13-3","0",NA,0.00129006214523728
"817","Galacturonic acid","Isotopologue_C13-4","0",NA,-0.0646211896541531
"818","Galacturonic acid","Isotopologue_C13-5","0",NA,1.29950873662041
"819","Galacturonic acid","Isotopologue_C13-6","0",NA,-0.236164784578148
"820","Glucose","FracCont","0",NA,1.00861499107936
"821","Glucose","Isotopologue_C13-0","0",NA,0.00812625961971799
"822","Glucose","Isotopologue_C13-1","0",NA,6.81242409833366e-05
"823","Glucose","Isotopologue_C13-2","0",NA,-8.65972279717968e-05
"824","Glucose","Isotopologue_C13-3","0",NA,-0.000105769527762972
"825","Glucose","Isotopologue_C13-4","0",NA,0.000498560644669457
"826","Glucose","Isotopologue_C13-5","0",NA,-0.0167718410257163
"827","Glucose","Isotopologue_C13-6","0",NA,1.00827126327608
"828","Glucuronic acid","FracCont","0",NA,0.0104162016967065
"829","Glucuronic acid","Isotopologue_C13-0","0",NA,1.05070482545876
"830","Glucuronic acid","Isotopologue_C13-1","0",NA,-0.0248888902142038
"831","Glucuronic acid","Isotopologue_C13-2","0",NA,0.00536237077270559
"832","Glucuronic acid","Isotopologue_C13-3","0",NA,-0.0230101674315486
"833","Glucuronic acid","Isotopologue_C13-4","0",NA,-0.0150150587064222
"834","Glucuronic acid","Isotopologue_C13-5","0",NA,-0.000199345581684533
"835","Glucuronic acid","Isotopologue_C13-6","0",NA,0.00704626570239782
"836","Glycerol 3-phosphate","FracCont","0",NA,0.0080565048571792
"837","Glycerol 3-phosphate","Isotopologue_C13-0","0",NA,1.03818646658183
"838","Glycerol 3-phosphate","Isotopologue_C13-1","0",NA,-0.0196130004272026
"839","Glycerol 3-phosphate","Isotopologue_C13-2","0",NA,-0.0266299710118018
"840","Glycerol 3-phosphate","Isotopologue_C13-3","0",NA,0.0080565048571792
"841","Glycine","FracCont","0",NA,0
"842","Glycine","Isotopologue_C13-0","0",NA,1.01649254194216
"843","Glycine","Isotopologue_C13-1","0",NA,-0.00821288727265257
"844","Glycine","Isotopologue_C13-2","0",NA,-0.00827965466950617
"845","Hexose","FracCont","0",NA,1.0081268776336
"846","Hexose","Isotopologue_C13-0","0",NA,0.00897875141163132
"847","Hexose","Isotopologue_C13-1","0",NA,8.14456106717426e-05
"848","Hexose","Isotopologue_C13-2","0",NA,-8.71479988914033e-05
"849","Hexose","Isotopologue_C13-3","0",NA,-8.88450357212811e-05
"850","Hexose","Isotopologue_C13-4","0",NA,0.000492689613684386
"851","Hexose","Isotopologue_C13-5","0",NA,-0.0171617372240779
"852","Hexose","Isotopologue_C13-6","0",NA,1.0077848436227
"853","Hexose-phosphate","FracCont","0",NA,0.0789540699453103
"854","Hexose-phosphate","Isotopologue_C13-0","0",NA,1.05954851952599
"855","Hexose-phosphate","Isotopologue_C13-1","0",NA,-0.0605240753491584
"856","Hexose-phosphate","Isotopologue_C13-2","0",NA,-0.0427534891927644
"857","Hexose-phosphate","Isotopologue_C13-3","0",NA,-0.0269989625101916
"858","Hexose-phosphate","Isotopologue_C13-4","0",NA,-0.00382165535723201
"859","Hexose-phosphate","Isotopologue_C13-5","0",NA,-0.0038165418807119
"860","Hexose-phosphate","Isotopologue_C13-6","0",NA,0.0783662047640717
"861","L-Alanine","FracCont","0",NA,0.0047782542155306
"862","L-Alanine","Isotopologue_C13-0","0",NA,1.01824249333238
"863","L-Alanine","Isotopologue_C13-1","0",NA,-0.0104533444532666
"864","L-Alanine","Isotopologue_C13-2","0",NA,-0.0123587067871652
"865","L-Alanine","Isotopologue_C13-3","0",NA,0.00456955790804752
"866","L-Asparagine","FracCont","0",NA,0.0761596443817915
"867","L-Asparagine","Isotopologue_C13-0","0",NA,0.979313139701808
"868","L-Asparagine","Isotopologue_C13-1","0",NA,0.150840915961315
"869","L-Asparagine","Isotopologue_C13-2","0",NA,-0.122884864172377
"870","L-Asparagine","Isotopologue_C13-3","0",NA,-0.0175454090295111
"871","L-Asparagine","Isotopologue_C13-4","0",NA,0.0102762175387648
"872","L-Aspartic acid","FracCont","0",NA,0.0466354433129594
"873","L-Aspartic acid","Isotopologue_C13-0","0",NA,0.966000306382087
"874","L-Aspartic acid","Isotopologue_C13-1","0",NA,-0.00937674102952241
"875","L-Aspartic acid","Isotopologue_C13-2","0",NA,-0.00885468964931721
"876","L-Aspartic acid","Isotopologue_C13-3","0",NA,0.0621805910839458
"877","L-Aspartic acid","Isotopologue_C13-4","0",NA,-0.00994946678719335
"878","L-Cysteine","FracCont","0",NA,0.0113280805438255
"879","L-Cysteine","Isotopologue_C13-0","0",NA,1.2648267245127
"880","L-Cysteine","Isotopologue_C13-1","0",NA,-0.126920284311554
"881","L-Cysteine","Isotopologue_C13-2","0",NA,-0.149234520744977
"882","L-Cysteine","Isotopologue_C13-3","0",NA,0.0113280805438255
"883","L-Glutamic acid","FracCont","0",NA,0.000664919009628138
"884","L-Glutamic acid","Isotopologue_C13-0","0",NA,1.00970955543529
"885","L-Glutamic acid","Isotopologue_C13-1","0",NA,-0.00475870813734125
"886","L-Glutamic acid","Isotopologue_C13-2","0",NA,-0.00565157512686082
"887","L-Glutamic acid","Isotopologue_C13-3","0",NA,0.00100522967808379
"888","L-Glutamic acid","Isotopologue_C13-4","0",NA,7.72265034723335e-05
"889","L-Glutamic acid","Isotopologue_C13-5","0",NA,-0.000381728352644599
"890","L-Isoleucine","FracCont","0",NA,0.0413339517095938
"891","L-Isoleucine","Isotopologue_C13-0","0",NA,0.838705311053103
"892","L-Isoleucine","Isotopologue_C13-1","0",NA,0.148501515397047
"893","L-Isoleucine","Isotopologue_C13-2","0",NA,0.0497058314763371
"894","L-Isoleucine","Isotopologue_C13-3","0",NA,-0.0352913583541733
"895","L-Isoleucine","Isotopologue_C13-4","0",NA,-0.00155084131984072
"896","L-Isoleucine","Isotopologue_C13-5","0",NA,-8.55469037806264e-05
"897","L-Isoleucine","Isotopologue_C13-6","0",NA,1.50886513069284e-05
"898","L-Lactic acid","FracCont","0",NA,0.000294712824373243
"899","L-Lactic acid","Isotopologue_C13-0","0",NA,1.01420924731075
"900","L-Lactic acid","Isotopologue_C13-1","0",NA,-0.00707029847272469
"901","L-Lactic acid","Isotopologue_C13-2","0",NA,-0.00743366166239932
"902","L-Lactic acid","Isotopologue_C13-3","0",NA,0.000294712824373243
"903","L-Leucine","FracCont","0",NA,0.0141816820004237
"904","L-Leucine","Isotopologue_C13-0","0",NA,1.11633938264956
"905","L-Leucine","Isotopologue_C13-1","0",NA,-0.0271859137224817
"906","L-Leucine","Isotopologue_C13-2","0",NA,-0.100917150531525
"907","L-Leucine","Isotopologue_C13-3","0",NA,0.0071969554391159
"908","L-Leucine","Isotopologue_C13-4","0",NA,0.00515889515212694
"909","L-Leucine","Isotopologue_C13-5","0",NA,-0.000621810056149801
"910","L-Leucine","Isotopologue_C13-6","0",NA,2.9641069350167e-05
"911","L-Lysine","FracCont","0",NA,0.000632197605967432
"912","L-Lysine","Isotopologue_C13-0","0",NA,1.03322121782046
"913","L-Lysine","Isotopologue_C13-1","0",NA,-0.00680509315561951
"914","L-Lysine","Isotopologue_C13-2","0",NA,-0.0144364737361083
"915","L-Lysine","Isotopologue_C13-3","0",NA,-0.00997873377040045
"916","L-Lysine","Isotopologue_C13-4","0",NA,-0.00269472174856229
"917","L-Lysine","Isotopologue_C13-5","0",NA,0.000754998430183647
"918","L-Lysine","Isotopologue_C13-6","0",NA,-6.11938399496458e-05
"919","L-Malic acid","FracCont","0",NA,0.000317900108083087
"920","L-Malic acid","Isotopologue_C13-0","0",NA,1.01490959915898
"921","L-Malic acid","Isotopologue_C13-1","0",NA,-0.00570159996156525
"922","L-Malic acid","Isotopologue_C13-2","0",NA,-0.0066914226629384
"923","L-Malic acid","Isotopologue_C13-3","0",NA,0.000243226368612734
"924","L-Malic acid","Isotopologue_C13-4","0",NA,-0.00275980290309421
"925","L-Methionine","FracCont","0",NA,0.00856324879032017
"926","L-Methionine","Isotopologue_C13-0","0",NA,1.19957848428913
"927","L-Methionine","Isotopologue_C13-1","0",NA,-0.112689220962016
"928","L-Methionine","Isotopologue_C13-2","0",NA,-0.0988615638589552
"929","L-Methionine","Isotopologue_C13-3","0",NA,0.00629611288234332
"930","L-Methionine","Isotopologue_C13-4","0",NA,0.00598197632614272
"931","L-Methionine","Isotopologue_C13-5","0",NA,-0.000305788676648645
"932","L-Phenylalanine","FracCont","0",NA,0.000592131249419428
"933","L-Phenylalanine","Isotopologue_C13-0","0",NA,1.03096358031042
"934","L-Phenylalanine","Isotopologue_C13-1","0",NA,-0.00922214128868461
"935","L-Phenylalanine","Isotopologue_C13-2","0",NA,-0.0136301132366465
"936","L-Phenylalanine","Isotopologue_C13-3","0",NA,-0.00896663670572436
"937","L-Phenylalanine","Isotopologue_C13-4","0",NA,0.000395277563187753
"938","L-Phenylalanine","Isotopologue_C13-5","0",NA,0.000512777500030099
"939","L-Phenylalanine","Isotopologue_C13-6","0",NA,-5.53372623179888e-05
"940","L-Phenylalanine","Isotopologue_C13-7","0",NA,2.66804981357679e-06
"941","L-Phenylalanine","Isotopologue_C13-8","0",NA,-7.63650377434588e-08
"942","L-Phenylalanine","Isotopologue_C13-9","0",NA,1.43495947584015e-09
"943","L-Proline","FracCont","0",NA,0.00013533856596762
"944","L-Proline","Isotopologue_C13-0","0",NA,1.03738199076689
"945","L-Proline","Isotopologue_C13-1","0",NA,-0.00818409651021631
"946","L-Proline","Isotopologue_C13-2","0",NA,-0.0193396721180902
"947","L-Proline","Isotopologue_C13-3","0",NA,-0.00977322225857027
"948","L-Proline","Isotopologue_C13-4","0",NA,4.34768524007647e-05
"949","L-Proline","Isotopologue_C13-5","0",NA,-0.000128476732417402
"950","L-Threonine","FracCont","0",NA,0.0155554385513688
"951","L-Threonine","Isotopologue_C13-0","0",NA,1.01365778742407
"952","L-Threonine","Isotopologue_C13-1","0",NA,-0.0159452251828045
"953","L-Threonine","Isotopologue_C13-2","0",NA,-0.0157689701232402
"954","L-Threonine","Isotopologue_C13-3","0",NA,0.0207405847351584
"955","L-Threonine","Isotopologue_C13-4","0",NA,-0.00268417685318413
"956","L-Tryptophan","FracCont","0",NA,0.00531813178598579
"957","L-Tryptophan","Isotopologue_C13-0","0",NA,1.15733323552949
"958","L-Tryptophan","Isotopologue_C13-1","0",NA,-0.0647665576868182
"959","L-Tryptophan","Isotopologue_C13-10","0",NA,-4.01988470343723e-11
"960","L-Tryptophan","Isotopologue_C13-11","0",NA,5.35121738044931e-13
"961","L-Tryptophan","Isotopologue_C13-2","0",NA,-0.109977845831543
"962","L-Tryptophan","Isotopologue_C13-3","0",NA,0.0124963088546598
"963","L-Tryptophan","Isotopologue_C13-4","0",NA,0.00524772599079108
"964","L-Tryptophan","Isotopologue_C13-5","0",NA,-0.000325067239959153
"965","L-Tryptophan","Isotopologue_C13-6","0",NA,-9.32337565353763e-06
"966","L-Tryptophan","Isotopologue_C13-7","0",NA,1.59820879570184e-06
"967","L-Tryptophan","Isotopologue_C13-8","0",NA,-7.65493610872055e-08
"968","L-Tryptophan","Isotopologue_C13-9","0",NA,2.13926472894569e-09
"969","L-Tyrosine","FracCont","0",NA,0.0630765703717116
"970","L-Tyrosine","Isotopologue_C13-0","0",NA,0.732038587849048
"971","L-Tyrosine","Isotopologue_C13-1","0",NA,0.479566974960501
"972","L-Tyrosine","Isotopologue_C13-2","0",NA,-0.190452681969124
"973","L-Tyrosine","Isotopologue_C13-3","0",NA,-0.0420878338050601
"974","L-Tyrosine","Isotopologue_C13-4","0",NA,0.0187070642767465
"975","L-Tyrosine","Isotopologue_C13-5","0",NA,0.00257165201571716
"976","L-Tyrosine","Isotopologue_C13-6","0",NA,-0.000358954518958218
"977","L-Tyrosine","Isotopologue_C13-7","0",NA,1.54256800273112e-05
"978","L-Tyrosine","Isotopologue_C13-8","0",NA,-2.29699121835543e-07
"979","L-Tyrosine","Isotopologue_C13-9","0",NA,-4.78977620206095e-09
"980","L-Valine","FracCont","0",NA,0.0265735644046045
"981","L-Valine","Isotopologue_C13-0","0",NA,0.984435782282071
"982","L-Valine","Isotopologue_C13-1","0",NA,-0.00410524835725316
"983","L-Valine","Isotopologue_C13-2","0",NA,-0.0141183927505171
"984","L-Valine","Isotopologue_C13-3","0",NA,0.028406455353699
"985","L-Valine","Isotopologue_C13-4","0",NA,-0.00414828772038493
"986","L-Valine","Isotopologue_C13-5","0",NA,0.00952969119238514
"987","Mannitol","FracCont","0",NA,0.0925892312659591
"988","Mannitol","Isotopologue_C13-0","0",NA,1.60938915122003
"989","Mannitol","Isotopologue_C13-1","0",NA,-0.519684594404133
"990","Mannitol","Isotopologue_C13-2","0",NA,-0.170661047609137
"991","Mannitol","Isotopologue_C13-3","0",NA,0.0577125657682894
"992","Mannitol","Isotopologue_C13-4","0",NA,0.0177740981150406
"993","Mannitol","Isotopologue_C13-5","0",NA,0.0030129905895375
"994","Mannitol","Isotopologue_C13-6","0",NA,0.00245683632036773
"995","Myo-inositol","FracCont","0",NA,0.00283980143800162
"996","Myo-inositol","Isotopologue_C13-0","0",NA,1.01133800381457
"997","Myo-inositol","Isotopologue_C13-1","0",NA,-0.00825438641066348
"998","Myo-inositol","Isotopologue_C13-2","0",NA,-0.00659948466333207
