"","compound","datatype","cohort","P","average"
"314","L-Lactic acid","Isotopologue_C13-2","1",0.0495346134356268,-0.0104412311592435
"315","L-Lactic acid","Isotopologue_C13-3","0.5",0.0495346134356268,0.0615622698964469
"316","L-Lactic acid","Isotopologue_C13-3","1",0.0495346134356268,0.192868538083676
"317","L-Leucine","FracCont","0.5",0.275233524074834,0.00443400386852953
"318","L-Leucine","FracCont","1",0.0495346134356268,0.00144590177910507
"319","L-Leucine","Isotopologue_C13-0","0.5",0.827259346562712,1.10512788089458
"320","L-Leucine","Isotopologue_C13-0","1",0.512690760261924,1.05943111158875
"321","L-Leucine","Isotopologue_C13-1","0.5",0.827259346562712,-0.0471190916182264
"322","L-Leucine","Isotopologue_C13-1","1",0.512690760261924,-0.0182101230872834
"323","L-Leucine","Isotopologue_C13-2","0.5",0.275233524074834,-0.0617522242207159
"324","L-Leucine","Isotopologue_C13-2","1",0.0495346134356268,-0.0366655094750322
"325","L-Leucine","Isotopologue_C13-3","0.5",0.275233524074834,0.000919173023948684
"326","L-Leucine","Isotopologue_C13-3","1",0.0495346134356268,-0.00639781871086251
"327","L-Leucine","Isotopologue_C13-4","0.5",0.275233524074834,0.00320803727606837
"328","L-Leucine","Isotopologue_C13-4","1",0.0495346134356268,0.00214219778694081
"329","L-Leucine","Isotopologue_C13-5","0.5",0.275233524074834,-0.000403880896851905
"330","L-Leucine","Isotopologue_C13-5","1",0.0495346134356268,-0.000317628023661378
"331","L-Leucine","Isotopologue_C13-6","0.5",0.512690760261924,2.01055412024873e-05
"332","L-Leucine","Isotopologue_C13-6","1",0.126630457947616,1.7769921144526e-05
"333","L-Lysine","FracCont","0.5",0.827259346562712,0.000505691436776697
"334","L-Lysine","FracCont","1",0.827259346562712,0.00122773001906309
"335","L-Lysine","Isotopologue_C13-0","0.5",0.0495346134356268,1.01932414757749
"336","L-Lysine","Isotopologue_C13-0","1",0.0495346134356268,1.00595803989716
"337","L-Lysine","Isotopologue_C13-1","0.5",0.512690760261924,-0.00303959935417925
"338","L-Lysine","Isotopologue_C13-1","1",0.0495346134356268,0.00285317191558945
"339","L-Lysine","Isotopologue_C13-2","0.5",0.0495346134356268,-0.00732072033625158
"340","L-Lysine","Isotopologue_C13-2","1",0.0495346134356268,-0.00386252779717753
"341","L-Lysine","Isotopologue_C13-3","0.5",0.275233524074834,-0.00375494339029128
"342","L-Lysine","Isotopologue_C13-3","1",0.0495346134356268,3.62978269795717e-05
"343","L-Lysine","Isotopologue_C13-4","0.5",0.0495346134356268,-0.00544984459628953
"344","L-Lysine","Isotopologue_C13-4","1",0.275233524074834,-0.00466698871806439
"345","L-Lysine","Isotopologue_C13-5","0.5",0.126630457947616,0.000229755869327506
"346","L-Lysine","Isotopologue_C13-5","1",0.0495346134356268,-0.000389841325889377
"347","L-Lysine","Isotopologue_C13-6","0.5",0.126630457947616,1.12042301985249e-05
"348","L-Lysine","Isotopologue_C13-6","1",0.0495346134356268,7.18482013999607e-05
"349","L-Malic acid","FracCont","0.5",0.04630159491511,0.0012851579666996
"350","L-Malic acid","FracCont","1",0.04630159491511,0.00215962873799534
"351","L-Malic acid","Isotopologue_C13-0","0.5",0.0495346134356268,1.00858533981785
"352","L-Malic acid","Isotopologue_C13-0","1",0.0495346134356268,1.00146530333837
"353","L-Malic acid","Isotopologue_C13-1","0.5",0.827259346562712,-0.00443002054958554
"354","L-Malic acid","Isotopologue_C13-1","1",0.126630457947616,-0.00233400065467475
"355","L-Malic acid","Isotopologue_C13-2","0.5",0.0495346134356268,-0.00393621856402912
"356","L-Malic acid","Isotopologue_C13-2","1",0.0495346134356268,-2.75563186208534e-06
"357","L-Malic acid","Isotopologue_C13-3","0.5",0.0495346134356268,0.00171354395559946
"358","L-Malic acid","Isotopologue_C13-3","1",0.0495346134356268,0.00245495520610423
"359","L-Malic acid","Isotopologue_C13-4","0.5",0.0495346134356268,-0.00193264465983928
"360","L-Malic acid","Isotopologue_C13-4","1",0.0495346134356268,-0.00158350225793947
"361","L-Methionine","FracCont","0.5",0.512690760261924,0.00961684818930016
"362","L-Methionine","FracCont","1",0.512690760261924,0.00972982235857983
"363","L-Methionine","Isotopologue_C13-0","0.5",0.512690760261924,1.20045144948785
"364","L-Methionine","Isotopologue_C13-0","1",0.827259346562712,1.1981937388152
"365","L-Methionine","Isotopologue_C13-1","0.5",0.512690760261924,-0.107769668440615
"366","L-Methionine","Isotopologue_C13-1","1",0.275233524074834,-0.103358893700716
"367","L-Methionine","Isotopologue_C13-2","0.5",0.126630457947616,-0.106126862866365
"368","L-Methionine","Isotopologue_C13-2","1",0.126630457947616,-0.108375375762491
"369","L-Methionine","Isotopologue_C13-3","0.5",0.512690760261924,0.00711138515932406
"370","L-Methionine","Isotopologue_C13-3","1",0.512690760261924,0.00703155279584448
"371","L-Methionine","Isotopologue_C13-4","0.5",0.126630457947616,0.00668752136713216
"372","L-Methionine","Isotopologue_C13-4","1",0.275233524074834,0.00688861335134142
"373","L-Methionine","Isotopologue_C13-5","0.5",0.0495346134356268,-0.000353824707323818
"374","L-Methionine","Isotopologue_C13-5","1",0.0495346134356268,-0.00037963549917938
"375","L-Phenylalanine","FracCont","0.5",0.126630457947616,0.000134573858579156
"376","L-Phenylalanine","FracCont","1",0.275233524074834,0.000272879495647106
"377","L-Phenylalanine","Isotopologue_C13-0","0.5",0.126630457947616,1.02130816787389
"378","L-Phenylalanine","Isotopologue_C13-0","1",0.126630457947616,1.02067501538903
"379","L-Phenylalanine","Isotopologue_C13-1","0.5",0.827259346562712,-0.00867030800980256
"380","L-Phenylalanine","Isotopologue_C13-1","1",0.827259346562712,-0.00961817860951905
"381","L-Phenylalanine","Isotopologue_C13-2","0.5",0.512690760261924,-0.0103593943410595
"382","L-Phenylalanine","Isotopologue_C13-2","1",0.275233524074834,-0.0100664662594881
"383","L-Phenylalanine","Isotopologue_C13-3","0.5",0.0495346134356268,-0.000559855619087041
"384","L-Phenylalanine","Isotopologue_C13-3","1",0.0495346134356268,0.000734412538732279
"385","L-Phenylalanine","Isotopologue_C13-4","0.5",0.0495346134356268,-0.0018296815317268
"386","L-Phenylalanine","Isotopologue_C13-4","1",0.0495346134356268,-0.00173672528409588
"387","L-Phenylalanine","Isotopologue_C13-5","0.5",0.0495346134356268,0.000111281676834574
"388","L-Phenylalanine","Isotopologue_C13-5","1",0.0495346134356268,1.77306691971917e-06
"389","L-Phenylalanine","Isotopologue_C13-6","0.5",0.0495346134356268,-2.24101995041207e-08
"390","L-Phenylalanine","Isotopologue_C13-6","1",0.0495346134356268,1.08530428885792e-05
"391","L-Phenylalanine","Isotopologue_C13-7","0.5",0.0495346134356268,-1.95955421105809e-07
"392","L-Phenylalanine","Isotopologue_C13-7","1",0.0495346134356268,-7.06348998289335e-07
"393","L-Phenylalanine","Isotopologue_C13-8","0.5",0.0495346134356268,8.50991034150356e-09
"394","L-Phenylalanine","Isotopologue_C13-8","1",0.0495346134356268,2.2926660771963e-08
"395","L-Phenylalanine","Isotopologue_C13-9","0.5",0.0495346134356268,-1.93335160569624e-10
"396","L-Phenylalanine","Isotopologue_C13-9","1",0.0495346134356268,-4.62134158954847e-10
"397","L-Proline","FracCont","0.5",0.121335250358482,0
"398","L-Proline","FracCont","1",0.121335250358482,0
"399","L-Proline","Isotopologue_C13-0","0.5",0.0495346134356268,1.02288194749321
"400","L-Proline","Isotopologue_C13-0","1",0.0495346134356268,1.02110767006228
"401","L-Proline","Isotopologue_C13-1","0.5",0.827259346562712,-0.0084638695987612
"402","L-Proline","Isotopologue_C13-1","1",0.827259346562712,-0.00747204635096019
"403","L-Proline","Isotopologue_C13-2","0.5",0.0495346134356268,-0.0109014361642083
"404","L-Proline","Isotopologue_C13-2","1",0.126630457947616,-0.0110932609900163
"405","L-Proline","Isotopologue_C13-3","0.5",0.0495346134356268,-0.00221527378083031
"406","L-Proline","Isotopologue_C13-3","1",0.0495346134356268,-0.00115624223884929
"407","L-Proline","Isotopologue_C13-4","0.5",0.0495346134356268,-0.0012473499243441
"408","L-Proline","Isotopologue_C13-4","1",0.0495346134356268,-0.00133413935328024
"409","L-Proline","Isotopologue_C13-5","0.5",0.0495346134356268,-5.40180250681005e-05
"410","L-Proline","Isotopologue_C13-5","1",0.0495346134356268,-5.19811291701841e-05
"411","L-Serine","FracCont","0.5",NA,0.00401420051312007
"412","L-Serine","FracCont","1",NA,0
"413","L-Serine","Isotopologue_C13-0","0.5",NA,1.04874818836886
"414","L-Serine","Isotopologue_C13-0","1",NA,1.02168825211049
"415","L-Serine","Isotopologue_C13-1","0.5",NA,-0.00444682069130995
"416","L-Serine","Isotopologue_C13-1","1",NA,-0.0043483272900558
"417","L-Serine","Isotopologue_C13-2","0.5",NA,-0.0387387356144522
"418","L-Serine","Isotopologue_C13-2","1",NA,-0.00708472349137193
"419","L-Serine","Isotopologue_C13-3","0.5",NA,-0.00556263206309432
"420","L-Serine","Isotopologue_C13-3","1",NA,-0.0102552013290651
"421","L-Threonine","FracCont","0.5",0.0369039536137181,0
"422","L-Threonine","FracCont","1",0.0369039536137181,0
"423","L-Threonine","Isotopologue_C13-0","0.5",0.0495346134356268,1.03005733838642
"424","L-Threonine","Isotopologue_C13-0","1",0.0495346134356268,1.03028418088884
"425","L-Threonine","Isotopologue_C13-1","0.5",0.275233524074834,-0.00982002557424199
"426","L-Threonine","Isotopologue_C13-1","1",0.275233524074834,-0.0115918626173737
"427","L-Threonine","Isotopologue_C13-2","0.5",0.275233524074834,-0.0129191252697734
"428","L-Threonine","Isotopologue_C13-2","1",0.0495346134356268,-0.0119041736432985
"429","L-Threonine","Isotopologue_C13-3","0.5",0.0495346134356268,-0.00642836876908816
"430","L-Threonine","Isotopologue_C13-3","1",0.0495346134356268,-0.00579450990800498
"431","L-Threonine","Isotopologue_C13-4","0.5",0.0495346134356268,-0.000889818773320093
"432","L-Threonine","Isotopologue_C13-4","1",0.0495346134356268,-0.000993634720166915
"433","L-Tryptophan","FracCont","0.5",0.0495346134356268,0.00140393618917
"434","L-Tryptophan","FracCont","1",0.0495346134356268,0.00159736226441499
"435","L-Tryptophan","Isotopologue_C13-0","0.5",0.0495346134356268,1.06544278677033
"436","L-Tryptophan","Isotopologue_C13-0","1",0.0495346134356268,1.06314149827727
"437","L-Tryptophan","Isotopologue_C13-1","0.5",0.126630457947616,-0.0170210331465213
"438","L-Tryptophan","Isotopologue_C13-1","1",0.126630457947616,-0.0172772065599063
"439","L-Tryptophan","Isotopologue_C13-10","0.5",0.0495346134356268,-9.4944077070955e-11
"440","L-Tryptophan","Isotopologue_C13-10","1",0.0495346134356268,-9.67270415148596e-11
"441","L-Tryptophan","Isotopologue_C13-11","0.5",0.0495346134356268,1.20515010132182e-12
"442","L-Tryptophan","Isotopologue_C13-11","1",0.0495346134356268,1.2266242169483e-12
"443","L-Tryptophan","Isotopologue_C13-2","0.5",0.0495346134356268,-0.0434049935788351
"444","L-Tryptophan","Isotopologue_C13-2","1",0.0495346134356268,-0.0398794344713116
"445","L-Tryptophan","Isotopologue_C13-3","0.5",0.0495346134356268,-0.00865131107216765
"446","L-Tryptophan","Isotopologue_C13-3","1",0.0495346134356268,-0.00952641224895059
"447","L-Tryptophan","Isotopologue_C13-4","0.5",0.0495346134356268,0.00320113863787766
"448","L-Tryptophan","Isotopologue_C13-4","1",0.0495346134356268,0.00307576567264372
"449","L-Tryptophan","Isotopologue_C13-5","0.5",0.0495346134356268,0.00051949961743092
"450","L-Tryptophan","Isotopologue_C13-5","1",0.0495346134356268,0.000554832479528742
"451","L-Tryptophan","Isotopologue_C13-6","0.5",0.0495346134356268,-9.17586098483481e-05
"452","L-Tryptophan","Isotopologue_C13-6","1",0.0495346134356268,-9.48619797223369e-05
"453","L-Tryptophan","Isotopologue_C13-7","0.5",0.0495346134356268,5.88522515561992e-06
"454","L-Tryptophan","Isotopologue_C13-7","1",0.0495346134356268,6.03743972029664e-06
"455","L-Tryptophan","Isotopologue_C13-8","0.5",0.0495346134356268,-2.19177780920254e-07
"456","L-Tryptophan","Isotopologue_C13-8","1",0.0495346134356268,-2.24051202328609e-07
"457","L-Tryptophan","Isotopologue_C13-9","0.5",0.0495346134356268,5.42809542195364e-09
"458","L-Tryptophan","Isotopologue_C13-9","1",0.0495346134356268,5.53743539890873e-09
"459","L-Tyrosine","FracCont","0.5",0.0495346134356268,0.0117961397692033
"460","L-Tyrosine","FracCont","1",0.0495346134356268,0.00399033511801333
"461","L-Tyrosine","Isotopologue_C13-0","0.5",0.0495346134356268,0.949410727753144
"462","L-Tyrosine","Isotopologue_C13-0","1",0.0495346134356268,0.986712824462373
"463","L-Tyrosine","Isotopologue_C13-1","0.5",0.0495346134356268,0.0963952671542495
"464","L-Tyrosine","Isotopologue_C13-1","1",0.0495346134356268,0.0338225083532128
"465","L-Tyrosine","Isotopologue_C13-2","0.5",0.0495346134356268,-0.022090595840663
"466","L-Tyrosine","Isotopologue_C13-2","1",0.0495346134356268,-0.00781891721988233
"467","L-Tyrosine","Isotopologue_C13-3","0.5",0.275233524074834,-0.0240367443022784
"468","L-Tyrosine","Isotopologue_C13-3","1",0.126630457947616,-0.0063632970997319
"469","L-Tyrosine","Isotopologue_C13-4","0.5",0.0495346134356268,-0.000874106997279344
"470","L-Tyrosine","Isotopologue_C13-4","1",0.0495346134356268,-0.00665502514824156
"471","L-Tyrosine","Isotopologue_C13-5","0.5",0.275233524074834,0.00147635186687631
"472","L-Tyrosine","Isotopologue_C13-5","1",0.0495346134356268,0.000398742299951909
"473","L-Tyrosine","Isotopologue_C13-6","0.5",0.827259346562712,-0.00030676037301432
"474","L-Tyrosine","Isotopologue_C13-6","1",0.512690760261924,-0.000109812001544746
"475","L-Tyrosine","Isotopologue_C13-7","0.5",0.827259346562712,2.71935639223498e-05
"476","L-Tyrosine","Isotopologue_C13-7","1",0.512690760261924,1.37881005026199e-05
"477","L-Tyrosine","Isotopologue_C13-8","0.5",0.827259346562712,-1.37822179193259e-06
"478","L-Tyrosine","Isotopologue_C13-8","1",0.512690760261924,-8.42802820545205e-07
"479","L-Tyrosine","Isotopologue_C13-9","0.5",0.275233524074834,4.5396834647475e-08
"480","L-Tyrosine","Isotopologue_C13-9","1",0.827259346562712,3.1056181037062e-08
"481","L-Valine","FracCont","0.5",0.0495346134356268,0.00674973750432675
"482","L-Valine","FracCont","1",0.0495346134356268,0.0065673647376123
"483","L-Valine","Isotopologue_C13-0","0.5",0.0495346134356268,1.0121853838692
"484","L-Valine","Isotopologue_C13-0","1",0.0495346134356268,1.01290301986953
"485","L-Valine","Isotopologue_C13-1","0.5",0.126630457947616,-0.00870280870889079
"486","L-Valine","Isotopologue_C13-1","1",0.126630457947616,-0.00894943717007602
"487","L-Valine","Isotopologue_C13-2","0.5",0.275233524074834,-0.0112724518992134
"488","L-Valine","Isotopologue_C13-2","1",0.275233524074834,-0.0108032697603052
"489","L-Valine","Isotopologue_C13-3","0.5",0.0495346134356268,0.00810153338445243
"490","L-Valine","Isotopologue_C13-3","1",0.0495346134356268,0.00595843964700972
"491","L-Valine","Isotopologue_C13-4","0.5",0.0495346134356268,-0.00220047411919936
"492","L-Valine","Isotopologue_C13-4","1",0.0495346134356268,-0.00210105353556976
"493","L-Valine","Isotopologue_C13-5","0.5",0.0495346134356268,0.00188881747365529
"494","L-Valine","Isotopologue_C13-5","1",0.0495346134356268,0.00299230094940647
"495","Mannitol","FracCont","0.5",0.275233524074834,0.0660639777675565
"496","Mannitol","FracCont","1",0.268285883677117,0.0938027746598422
"497","Mannitol","Isotopologue_C13-0","0.5",0.512690760261924,1.55172808959452
"498","Mannitol","Isotopologue_C13-0","1",0.512690760261924,1.79472164664443
"499","Mannitol","Isotopologue_C13-1","0.5",0.512690760261924,-0.388775683459175
"500","Mannitol","Isotopologue_C13-1","1",0.506555169049041,-0.688735430692298
"501","Mannitol","Isotopologue_C13-2","0.5",0.512690760261924,-0.273490049705585
"502","Mannitol","Isotopologue_C13-2","1",0.375825087488698,-0.271916268310753
"503","Mannitol","Isotopologue_C13-3","0.5",0.512690760261924,0.0741343186032048
"504","Mannitol","Isotopologue_C13-3","1",0.506555169049041,0.147304152664958
"505","Mannitol","Isotopologue_C13-4","0.5",0.512690760261924,0.0303607580799304
"506","Mannitol","Isotopologue_C13-4","1",0.824778095082514,0.0186988940532854
"507","Mannitol","Isotopologue_C13-5","0.5",0.512690760261924,0.00242801590892698
"508","Mannitol","Isotopologue_C13-5","1",0.506555169049041,-0.00391927324345154
"509","Mannitol","Isotopologue_C13-6","0.5",0.275233524074834,0.00361455097818183
"510","Mannitol","Isotopologue_C13-6","1",0.268285883677117,0.00384627888382572
"511","Myo-inositol","FracCont","0.5",0.512690760261924,0.00286552141685362
"512","Myo-inositol","FracCont","1",0.512690760261924,0.0028957365056254
"513","Myo-inositol","Isotopologue_C13-0","0.5",0.512690760261924,1.01193153204352
"514","Myo-inositol","Isotopologue_C13-0","1",0.827259346562712,1.01141217733933
"515","Myo-inositol","Isotopologue_C13-1","0.5",0.275233524074834,-0.00947313990469761
"516","Myo-inositol","Isotopologue_C13-1","1",0.827259346562712,-0.00828812489126951
"517","Myo-inositol","Isotopologue_C13-2","0.5",0.275233524074834,-0.0059559183278029
"518","Myo-inositol","Isotopologue_C13-2","1",0.512690760261924,-0.00642988731748391
"519","Myo-inositol","Isotopologue_C13-3","0.5",0.827259346562712,0.00100448904976291
"520","Myo-inositol","Isotopologue_C13-3","1",0.512690760261924,0.000573764310801673
"521","Myo-inositol","Isotopologue_C13-4","0.5",0.827259346562712,0.000412188190081228
"522","Myo-inositol","Isotopologue_C13-4","1",0.827259346562712,0.000658972348669252
"523","Myo-inositol","Isotopologue_C13-5","0.5",0.275233524074834,0.000416246264347369
"524","Myo-inositol","Isotopologue_C13-5","1",0.827259346562712,0.000387225542272596
"525","Myo-inositol","Isotopologue_C13-6","0.5",0.827259346562712,0.00166460268478854
"526","Myo-inositol","Isotopologue_C13-6","1",0.827259346562712,0.00168587266767533
"527","Myristic acid","FracCont","0.5",0.827259346562712,0.00156003885088044
"528","Myristic acid","FracCont","1",0.512690760261924,0.00152323553410893
"529","Myristic acid","Isotopologue_C13-0","0.5",0.827259346562712,1.06796960383212
"530","Myristic acid","Isotopologue_C13-0","1",0.512690760261924,1.06553942624789
"531","Myristic acid","Isotopologue_C13-1","0.5",0.827259346562712,-0.0100789660255029
"532","Myristic acid","Isotopologue_C13-1","1",0.275233524074834,-0.00774544726229679
"533","Myristic acid","Isotopologue_C13-10","0.5",0.827259346562712,-1.07039857278126e-11
"534","Myristic acid","Isotopologue_C13-10","1",0.512690760261924,-1.11183266419483e-11
"535","Myristic acid","Isotopologue_C13-11","0.5",0.827259346562712,1.44866797366262e-13
"536","Myristic acid","Isotopologue_C13-11","1",0.512690760261924,1.50020152859596e-13
"537","Myristic acid","Isotopologue_C13-12","0.5",0.827259346562712,-1.41042671089729e-15
"538","Myristic acid","Isotopologue_C13-12","1",0.512690760261924,-1.45765293271407e-15
"539","Myristic acid","Isotopologue_C13-13","0.5",0.827259346562712,9.88485303309302e-18
"540","Myristic acid","Isotopologue_C13-13","1",0.512690760261924,1.02010797355781e-17
"541","Myristic acid","Isotopologue_C13-14","0.5",0.827259346562712,-4.88251440120372e-20
"542","Myristic acid","Isotopologue_C13-14","1",0.512690760261924,-5.03324539592235e-20
"543","Myristic acid","Isotopologue_C13-2","0.5",0.512690760261924,-0.0643790837057749
"544","Myristic acid","Isotopologue_C13-2","1",0.275233524074834,-0.0641138161855597
"545","Myristic acid","Isotopologue_C13-3","0.5",0.827259346562712,0.00470523847840595
"546","Myristic acid","Isotopologue_C13-3","1",0.512690760261924,0.00452979773101962
"547","Myristic acid","Isotopologue_C13-4","0.5",0.512690760261924,0.00192952745273831
"548","Myristic acid","Isotopologue_C13-4","1",0.275233524074834,0.00193244219978081
"549","Myristic acid","Isotopologue_C13-5","0.5",0.827259346562712,-0.000147171404275414
"550","Myristic acid","Isotopologue_C13-5","1",0.512690760261924,-0.000142757956172067
"551","Myristic acid","Isotopologue_C13-6","0.5",0.827259346562712,5.30855000654017e-07
"552","Myristic acid","Isotopologue_C13-6","1",0.512690760261924,6.16087875293998e-09
"553","Myristic acid","Isotopologue_C13-7","0.5",0.827259346562712,3.38830503365363e-07
"554","Myristic acid","Isotopologue_C13-7","1",0.512690760261924,3.68381622920796e-07
"555","Myristic acid","Isotopologue_C13-8","0.5",0.827259346562712,-1.88577190683216e-08
"556","Myristic acid","Isotopologue_C13-8","1",0.512690760261924,-1.98856494732246e-08
"557","Myristic acid","Isotopologue_C13-9","0.5",0.827259346562712,5.55062674170872e-10
"558","Myristic acid","Isotopologue_C13-9","1",0.512690760261924,5.79456713782777e-10
"559","Myristic acid d27","FracCont","0.5",1,0
"560","Myristic acid d27","FracCont","1",1,0
"561","Oxoadipic acid","FracCont","0.5",0,0.0138067001028492
"562","Oxoadipic acid","FracCont","1",0,0.0138067001028492
"563","Oxoadipic acid","Isotopologue_C13-0","0.5",0,1.37967612678131
"564","Oxoadipic acid","Isotopologue_C13-0","1",0,1.37967612678131
"565","Oxoadipic acid","Isotopologue_C13-1","0.5",0,-0.343748819289049
"566","Oxoadipic acid","Isotopologue_C13-1","1",0,-0.343748819289049
"567","Oxoadipic acid","Isotopologue_C13-2","0.5",0,-0.0627044790882662
"568","Oxoadipic acid","Isotopologue_C13-2","1",0,-0.0627044790882662
"569","Oxoadipic acid","Isotopologue_C13-3","0.5",0,0.0246418418824475
"570","Oxoadipic acid","Isotopologue_C13-3","1",0,0.0246418418824475
"571","Oxoadipic acid","Isotopologue_C13-4","0.5",0,0.00192427296568725
"572","Oxoadipic acid","Isotopologue_C13-4","1",1,0.00192427296568725
"573","Oxoadipic acid","Isotopologue_C13-5","0.5",0,0.000243516621400764
"574","Oxoadipic acid","Isotopologue_C13-5","1",0,0.000243516621400764
"575","Oxoadipic acid","Isotopologue_C13-6","0.5",0,-3.24598735295846e-05
"576","Oxoadipic acid","Isotopologue_C13-6","1",0,-3.24598735295846e-05
"577","Oxoglutaric acid","FracCont","0.5",0.0495346134356268,0.000361013859709772
"578","Oxoglutaric acid","FracCont","1",0.0495346134356268,0.000615066402374591
"579","Oxoglutaric acid","Isotopologue_C13-0","0.5",0.0495346134356268,1.03113962404839
"580","Oxoglutaric acid","Isotopologue_C13-0","1",0.126630457947616,1.05249887335012
"581","Oxoglutaric acid","Isotopologue_C13-1","0.5",0.0495346134356268,-0.00789879103463675
"582","Oxoglutaric acid","Isotopologue_C13-1","1",0.827259346562712,-0.0280699567197792
"583","Oxoglutaric acid","Isotopologue_C13-2","0.5",0.0495346134356268,-0.0133210489902928
"584","Oxoglutaric acid","Isotopologue_C13-2","1",0.0495346134356268,-0.0132683427275506
"585","Oxoglutaric acid","Isotopologue_C13-3","0.5",0.275233524074834,-0.00986074663697107
"586","Oxoglutaric acid","Isotopologue_C13-3","1",0.126630457947616,-0.0116834885613169
"587","Oxoglutaric acid","Isotopologue_C13-4","0.5",0.0495346134356268,0.000173828085701741
"588","Oxoglutaric acid","Isotopologue_C13-4","1",0.0495346134356268,0.000768833002968239
"589","Oxoglutaric acid","Isotopologue_C13-5","0.5",0.0495346134356268,-0.000232865472190736
"590","Oxoglutaric acid","Isotopologue_C13-5","1",0.0495346134356268,-0.000245918344440709
"591","Palmitic acid","FracCont","0.5",0.512690760261924,0.000414744735692746
"592","Palmitic acid","FracCont","1",0.275233524074834,0.000415155257619733
"593","Palmitic acid","Isotopologue_C13-0","0.5",0.827259346562712,1.03520090527801
"594","Palmitic acid","Isotopologue_C13-0","1",0.827259346562712,1.03498548512936
"595","Palmitic acid","Isotopologue_C13-1","0.5",0.126630457947616,-0.00162266878548448
"596","Palmitic acid","Isotopologue_C13-1","1",0.126630457947616,-0.00135893453675396
"597","Palmitic acid","Isotopologue_C13-10","0.5",0.827259346562712,-6.15215347482408e-11
"598","Palmitic acid","Isotopologue_C13-10","1",0.512690760261924,-6.15900388984461e-11
"599","Palmitic acid","Isotopologue_C13-11","0.5",0.827259346562712,1.01438316597792e-12
"600","Palmitic acid","Isotopologue_C13-11","1",0.512690760261924,1.0155058946711e-12
"601","Palmitic acid","Isotopologue_C13-12","0.5",0.827259346562712,-1.26812026115599e-14
"602","Palmitic acid","Isotopologue_C13-12","1",0.512690760261924,-1.26951761403659e-14
"603","Palmitic acid","Isotopologue_C13-13","0.5",0.827259346562712,1.2100460296853e-16
"604","Palmitic acid","Isotopologue_C13-13","1",0.512690760261924,1.21137485545366e-16
"605","Palmitic acid","Isotopologue_C13-14","0.5",0.827259346562712,-8.77917242025088e-19
"606","Palmitic acid","Isotopologue_C13-14","1",0.512690760261924,-8.78878738266312e-19
"607","Palmitic acid","Isotopologue_C13-15","0.5",0.827259346562712,4.77027959759294e-21
"608","Palmitic acid","Isotopologue_C13-15","1",0.512690760261924,4.77549257746887e-21
"609","Palmitic acid","Isotopologue_C13-16","0.5",0.827259346562712,-1.88226055903429e-23
"610","Palmitic acid","Isotopologue_C13-16","1",0.512690760261924,-1.88431377143687e-23
"611","Palmitic acid","Isotopologue_C13-2","0.5",0.827259346562712,-0.0320899201090802
"612","Palmitic acid","Isotopologue_C13-2","1",0.512690760261924,-0.0321354657948609
"613","Palmitic acid","Isotopologue_C13-3","0.5",0.827259346562712,-0.00311363681682498
"614","Palmitic acid","Isotopologue_C13-3","1",0.512690760261924,-0.00311799579303478
"615","Palmitic acid","Isotopologue_C13-4","0.5",0.512690760261924,0.00160695785904442
"616","Palmitic acid","Isotopologue_C13-4","1",0.512690760261924,0.00160848627059765
"617","Palmitic acid","Isotopologue_C13-5","0.5",0.827259346562712,3.89300534808663e-05
"618","Palmitic acid","Isotopologue_C13-5","1",0.512690760261924,3.90178588168678e-05
"619","Palmitic acid","Isotopologue_C13-6","0.5",0.827259346562712,-2.2396197788295e-05
"620","Palmitic acid","Isotopologue_C13-6","1",0.512690760261924,-2.24239895277027e-05
"621","Palmitic acid","Isotopologue_C13-7","0.5",0.827259346562712,1.9155829664971e-06
"622","Palmitic acid","Isotopologue_C13-7","1",0.512690760261924,1.91781866278917e-06
"623","Palmitic acid","Isotopologue_C13-8","0.5",0.827259346562712,-8.95788646000906e-08
"624","Palmitic acid","Isotopologue_C13-8","1",0.512690760261924,-8.96808580336873e-08
"625","Palmitic acid","Isotopologue_C13-9","0.5",0.827259346562712,2.77506407439786e-09
"626","Palmitic acid","Isotopologue_C13-9","1",0.512690760261924,2.77818101495833e-09
"627","Pentose-phosphate","FracCont","0.5",1,0
"628","Pentose-phosphate","FracCont","1",0.0369039536137181,0.00477355538894755
"629","Pentose-phosphate","Isotopologue_C13-0","0.5",0.275233524074834,1.04617787875787
"630","Pentose-phosphate","Isotopologue_C13-0","1",0.126630457947616,1.04429766533698
"631","Pentose-phosphate","Isotopologue_C13-1","0.5",0.827259346562712,-0.0197239074449388
"632","Pentose-phosphate","Isotopologue_C13-1","1",0.512690760261924,-0.0246928272962821
"633","Pentose-phosphate","Isotopologue_C13-2","0.5",0.512690760261924,-0.00708313542387696
"634","Pentose-phosphate","Isotopologue_C13-2","1",0.0495346134356268,0.0119338884723689
"635","Pentose-phosphate","Isotopologue_C13-3","0.5",0.0495346134356268,-0.00466341420567572
"636","Pentose-phosphate","Isotopologue_C13-3","1",0.512690760261924,-0.011832057859781
"637","Pentose-phosphate","Isotopologue_C13-4","0.5",0.827259346562712,-0.0115053436371759
"638","Pentose-phosphate","Isotopologue_C13-4","1",0.0495346134356268,-0.01727493776372
"639","Pentose-phosphate","Isotopologue_C13-5","0.5",0.512690760261924,-0.00320207804620402
"640","Pentose-phosphate","Isotopologue_C13-5","1",0.827259346562712,-0.00243173088956621
