ID ,L-Glutamate_m5,Oxoglutarate_m5_norm_to_GAm5,Fumarate_m4_norm_to_GAm5,L-Malate_m4_norm_to_GAm5,L-Aspartate_m4_norm_to_GAm5,Isocitric acid_m4_norm_to_GAm5,Oxoglutarate_m3_norm_to_AAm4,L-Glutamate_m3_norm_to_AKGm3,Fumarate_m2_norm_to_AKGm3,L-Malate_m2_norm_to_AKGm3,L-Aspartate_m2_norm_to_AKGm3,3-Phosphoglycerate_m3,D-Glyceraldehyde_3-phosphate_m3,Dihydroxyacetone_phosphate_m3,Fructose 1-6-bisphosphate_m6,Fructose_6-phosphate_m6,Phosphoenolpyruvate_C13-3,D-glucose_C13-6,L-Lactate_m3,Pyruvate_m3,D-ribose_5-phosphate_C13-5
con,0.711469379636565,0.985189232988937,0.758134549237806,0.767223531406941,0.768629334421427,0.832390595468524,0.289968573294638,0.99156977596442,0.909528285467059,0.971876251211886,0.978944013732373,0.66630408387202,0.843937870075663,0.84349356185541,0.788017590539367,0.0985237596494005,0.68786101397707,0.699801838620968,0.218467799037236,0.241473484708304,0.77897603845652
pat,0.74809988335821,0.971854074111706,0.74352832591501,0.766271254602274,0.793612806750709,0.826857636108135,0.250423846419065,1.00454636888239,0.903596372266881,1.01868072997852,1.04122301395269,0.614815016704572,0.811685186494195,0.812532315594649,0.707350373837542,0.0531279164366675,0.629903407099537,0.674796241921331,0.147088629786771,0.153876287343691,0.73933642662913
